Datum,EXV9_ETF_Kurs_return_1d,EXV9_ETF_Kurs_return_5d,DAX_Kurs_return_1d,DAX_Kurs_return_5d,VIX_Kurs_return_1d,VIX_Kurs_return_5d,BrentOil_Kurs_return_1d,BrentOil_Kurs_return_5d,WTIOil_Kurs_return_1d,WTIOil_Kurs_return_5d,EUR_USD_Kurs_return_1d,EUR_USD_Kurs_return_5d,EUR_CHF_Kurs_return_1d,EUR_CHF_Kurs_return_5d,EUR_GPB_Kurs_return_1d,EUR_GPB_Kurs_return_5d,EUR_TRY_Kurs_return_1d,EUR_TRY_Kurs_return_5d,Lufthansa_Kurs_return_1d,Lufthansa_Kurs_return_5d,Ryanair_Kurs_return_1d,Ryanair_Kurs_return_5d,EasyJet_Kurs_return_1d,EasyJet_Kurs_return_5d,Air France-KLM_Kurs_return_1d,Air France-KLM_Kurs_return_5d,Booking_Kurs_return_1d,Booking_Kurs_return_5d,Expedia_Kurs_return_1d,Expedia_Kurs_return_5d,Uber_Kurs_return_1d,Uber_Kurs_return_5d,Airbnb_Kurs_return_1d,Airbnb_Kurs_return_5d,PrimeEnergyOil_Gas_Kurs_return_1d,PrimeEnergyOil_Gas_Kurs_return_5d,Marriott_Hotels_Kurs_return_1d,Marriott_Hotels_Kurs_return_5d,Hilton_Hotels_Kurs_return_1d,Hilton_Hotels_Kurs_return_5d
2023-01-16,-0.24612785328955722,1.2193749709517476,0.31498655282331534,2.306590146276788,0.0,-16.47700976342016,0.0,7.068420772834183,0.0,7.007910423973751,-0.32798297386377184,1.579307345244052,-0.39128328059516715,1.561341045084097,-0.40052727675451427,0.6629207048264085,-0.2748848385869085,1.6583932661714318,0.5251122946874798,4.5594799465836555,0.0,5.135191859580357,2.457685311922164,13.628177418388553,2.660462761982929,11.564874427597239,0.0,4.207973560530243,0.0,13.138525596048357,0.0,7.4452589194479835,0.0,12.471991426762653,0.0,4.274594495188877,0.0,6.064392237543159,0.0,6.042764195754269
2023-01-17,0.7885293687615924,2.0683598587815766,0.3504039456789121,2.791755540118146,5.504088326350964,-5.928082205428864,0.7504683381911681,7.26591736041613,0.4007008419465663,6.735885747586701,0.05090112725845142,0.903233989515595,-0.06978824046754983,1.4052414629176724,0.20559013964509543,0.7312829804421161,0.029608517421042535,1.1283580022734885,-0.034058024072314286,5.236107855179761,1.7506020082150187,4.34398844931525,-1.3577693253629675,11.029035399042964,0.809847726606705,13.411079568341444,1.420081021251729,5.091075027102776,0.4336056777327624,12.58453460852711,-0.8152165990639837,4.136946539005826,0.8966761700273107,14.377677429305958,-0.07452057642978183,2.838166614372417,-0.48833519599519315,5.11229407016065,-0.5040730961723638,5.198520715166244
2023-01-18,0.9046477240938433,3.383202471841451,-0.03470391394818639,1.5646979811402284,5.0619809470064725,-3.556187740984773,-1.0940349534963922,2.794248505083474,-0.8730318602867326,2.674072596430377,-0.3399900781191456,0.5062118685714045,-0.7672077327803173,0.42202756535849595,-1.0021567703769607,-0.5976386311603354,-0.511589907234411,0.46516632099231625,5.168687614089529,10.070141440843617,-2.5807247922823184,3.3460900778229385,1.0094000656947655,12.14976255530118,1.28534578323658,14.785147518765784,-1.6096950408163502,3.220038472081743,-2.5152494277477566,4.665447820787638,-0.8219235349178677,2.1516708811109675,-0.15798957047343798,7.062683181402529,-1.541532682966884,0.1517271791856567,-0.7453837015405695,0.832947391312544,-1.2188852353049784,0.0669369594616942
2023-01-19,0.46040752699967324,2.318837510544469,-1.7220583625683017,-0.9160360393545952,0.8849572459461275,8.975042702628965,1.3885623188546248,2.5348148444068297,1.0694494693261003,2.4748085935849984,0.042113596705495304,0.29586401593768574,-0.5750843905750869,-1.3053893426654528,-0.42928647294229183,-1.226719555808764,0.12964162650088706,0.23863339300898012,0.9937433499290327,9.395114966493168,1.177377187042672,0.8694759927277973,-0.9538944099973468,4.280242296299153,-1.1421338995028063,9.834328253950474,0.8251866585521572,2.597949950396461,3.0807694461343127,3.8909438499239224,0.24171824718870472,0.0,-1.9879360341183538,0.6193528516421853,-0.07575355066635758,-0.8519232399180066,0.7760065332111266,0.6500177808616447,0.3939410047368641,0.04442050590287572
2023-01-20,1.3024519014319447,3.2445021016242803,0.7586895764092327,-0.3510416092180835,-3.265107511439913,8.174386751047358,1.7061206230601034,2.755626768010222,1.2199622870669558,1.815673600250678,0.33367572336886475,-0.24268325197972507,0.31650879700739765,-1.4816782183943666,-0.035452095330623656,-1.654985654931207,0.44370564638218646,-0.18610698101394485,2.459889873917165,9.360739556078524,0.915858455273244,1.2103012494737442,3.187353124587311,4.335738214300311,3.1129692729561453,6.850686379107596,1.2477558204811112,1.8663394804327549,3.95069578294176,4.910943235777632,4.581467076292167,3.125000202461403,2.199798525471275,0.9066414345055174,2.426068871660969,0.6956473186888301,3.6515153178787285,3.170968353549064,2.7099083810214752,1.3442399608172062
2023-01-23,0.2142843661045335,3.721025261376276,0.46157149060710445,-0.205429902853127,-0.20151594336836887,7.956398115103025,0.6390564938268728,3.412293273643696,0.38126330992063195,2.203859407436992,0.28793633886876613,0.37376316703245926,0.7388740949577866,-0.36389242960414014,0.1796076452578621,-1.0821575498476177,0.3379173843501837,0.42724077419331596,0.20876207768361077,9.016583823241842,1.15309415636613,2.3773513188219964,0.0,1.8330034459207223,1.0270712897202605,5.150625856862612,2.4437939440872247,4.3557429157188965,3.980219827349618,9.08662939950755,0.5599475391182551,3.702446103310786,3.8902078286869424,4.832119499255705,0.8142162947083031,1.5155276872195866,1.2641546695702166,4.47520896763125,0.9227251951429372,2.2793687967617826
2023-01-24,1.4730463011082273,4.4254585781081435,-0.06515179897139678,-0.618683913382323,-3.0792464384042373,-0.82644546677626,-2.335871562490266,0.2444123474720339,-1.8255396263466284,-0.062363496592032774,0.08481189095626007,0.4077833600129033,0.26216071819014086,-0.032920428541183266,0.27864145867990686,-1.0100450174330922,-0.33197769003805444,0.0642172089176718,0.5625105634389449,9.667164092293824,0.3799901630807456,0.9982969680701448,3.99999484286655,7.364074806272991,1.109059212893726,5.462721111008495,0.03164820048511263,2.927121117740783,-0.4838780509846208,8.09009833981602,-1.9652812576980372,2.4999983669960812,-1.0359284875874897,2.824134200805628,-0.12234992267545763,1.4669372641255674,0.36091183172679564,5.366815603508002,0.17143534637305002,2.9737748822210586
2023-01-25,-0.280966036375474,3.1984758431596427,-0.07599959755023589,-0.6597383547309987,-0.6250043461718646,-6.194691344294445,-0.01160397904870214,1.3414913445698673,0.024964773676039442,0.8429770264810399,0.12739505666399253,0.8786753998168528,0.22156034494551502,0.9631641806428615,0.5386430357703142,0.5306320162462352,0.5583414830382383,1.1403410200737207,-0.30040611750850044,3.9641358116695224,1.5036824727283404,5.232758546751737,9.700859494009762,16.60232886609705,-0.7007908116239192,3.3946690332635088,-0.48244587352330726,4.106348193213072,1.102711129132583,12.101656148469676,1.2028085756127016,4.592547904353306,0.29770978216183686,3.2934445761577225,0.7841050668887739,3.863636563779016,1.5916972277870256,7.847816331881741,1.4475248212422187,5.75335789827256
2023-01-26,-0.02348700241950885,2.7013926724440696,0.3395516809261867,1.424156339429472,-1.8343835580149181,-8.72320114812718,1.5675782989622356,1.5204242141529267,1.0729888883082461,0.8465085144724771,0.311277903582563,1.1500904845893611,-0.25093755846385957,1.292326037391578,-0.3398071001266323,0.6209740212689496,0.38747587305338893,1.400777821797683,1.059745107620702,4.032078789846794,-0.9530809260941298,3.016907627833043,0.311649288383542,18.092194031759057,-0.6443666262332948,3.915279931570481,1.6898495775029554,4.999149901727606,0.24906078161675005,9.022136731530605,-0.8913847791442775,3.4102643737572658,4.768283809963525,10.41372336400106,0.36469676526631467,4.321451089922368,1.3056234772581332,8.414598375274295,1.25814887607556,6.663700528530203
2023-01-27,-0.09392209734463419,1.285735384055009,0.11353224611350132,0.7747380291424744,-1.174582587994133,-6.750630361895594,-0.9260289782664799,-1.1069195728757864,-1.6417748376528762,-2.004670154175514,-0.25275947466020243,0.5588834654471908,0.06388294283776741,1.0372427944349782,-0.28072158297735017,0.37409394966350096,-0.2511921973133435,0.6992586832517134,0.2878589636517992,1.8267192967928114,0.08367272537888049,2.167395947726547,-1.514568651512127,12.711105730803475,-0.18530380269227154,0.591343356342211,1.372186416537069,5.128190853813552,-0.4711835787679197,4.384527211443556,1.132578772163062,0.0,5.958695285658822,14.47472732899171,0.0,1.8504881024344444,-0.1431996272975633,4.445505444329223,0.45122009798954643,4.318064606873273
2023-01-30,-1.198908684084099,-0.1425669605996105,-0.15808678187588798,0.15314811022604236,7.725555307905907,0.6562396346286414,-2.0309278350515436,-3.730582633460333,-2.2339342024089492,-4.557707786721322,-0.21090037851332344,0.05869904484037125,-0.13169229173728425,0.1640979616043925,-0.08320560602526061,0.1107704789935049,-0.24078520476006338,0.11847204505335274,-1.0661262910475977,0.5312467516185304,-4.190598086097019,-3.2298795949728953,-1.6758670995602243,10.822217392310396,-3.4034665589612656,-3.8200856626373736,-1.117047900997492,1.4740421086526068,-0.5336480918330944,-0.146892027918899,-2.404484304707344,-2.9479250102755095,-5.571846600346064,4.048661933860798,-1.0901146828130148,-0.07341754002119227,-1.7954419745913497,1.2897874215207494,-1.2369668246445475,2.0857141504670107
2023-01-31,-0.6185944071295246,-2.2009054019779484,0.014474689501131621,0.23294853657425119,-2.7081288919978297,1.041660664810351,-0.48292538838694554,-1.904097807902061,1.2451876786945704,-1.572437975819585,-0.19097249254850235,-0.21701338453837815,0.2947066414327404,0.19661205286847228,0.2110292458876284,0.043271452102366936,-0.20956737586468321,0.24143559277460813,0.6217014114795916,0.5904191978559181,-1.2543833407307803,-4.80547768472841,-1.3635424304536126,5.106841207977664,-0.8328002389501044,-5.667277963579287,-0.11818367690469289,1.3220497491445382,-1.090333902475804,-0.7554014878260462,4.3874491435373475,3.3411292676367665,1.4888538577257249,6.703162912745109,1.2735752634752684,1.3231915423296492,1.7406384606362124,2.682283906371019,1.5183285876578578,3.4583465575554806
2023-02-01,0.07182469452737816,-1.854907123680749,0.34683876445096296,0.657094243382006,-7.886591800937326,-6.341714304564972,-1.952895688954026,-3.8086464283369814,-3.1190554061179654,-4.6662480256621786,0.09449341051011029,-0.24980185882098604,-0.8635747872424826,-0.8882529551254126,0.43368755119088664,-0.06116689833798317,0.09872969783513152,-0.2167277429034109,-0.3295157099598378,0.5610495084386269,2.5737258455375,-3.801944953208458,-1.8093138415802068,-5.92131268835725,-0.6782916365717151,-5.645904093197074,0.4781915339708176,2.30010585238547,3.149592251752753,1.2538611021466917,1.8105381843422474,3.961699634600113,2.5920234340720993,9.144001531138501,0.798060351451646,1.337221472643102,0.677473358270464,1.7582458453354155,1.5783466492744092,3.5917614441749013
2023-02-02,4.377995578062688,2.4659468819533403,2.163598021187152,2.486913106434052,4.812527490848306,0.0,-0.8087858505117507,-6.059223708463102,-0.6936348426773153,-6.332557397277472,1.3986332519026812,0.8314714906129339,0.376773459769697,-0.2645524998664106,0.7570962744867238,1.038803311375247,1.4301919701205534,0.8197125430549956,2.2109560766859992,1.7065796414460932,2.2830085014922785,-0.6589344304984146,3.0227774528227336,-3.3786431115586657,2.5691086683816033,-2.5941943325475725,0.36595241607120244,0.9682637824557583,3.0110347479749056,4.043518443342009,4.953951976122828,10.09326693235697,3.974031813484835,8.316577066717379,0.6957744829080292,1.6715073030062033,0.4619063013223679,0.9107590339830551,-0.19678454184118843,2.1032973825768186
2023-02-03,-0.09168049819345825,2.468245917050882,-0.21123437961526603,2.154447272853144,-2.135609334256916,-0.9724489624528876,-2.7138807073526894,-7.7544437303564635,-3.2814944041888117,-7.8940774239916305,-0.9781939220090186,0.09815172747043022,-0.3102985345150855,-0.6375058172123582,0.3442050909339578,1.6719992619646407,-0.9783742247104654,0.08472347818637704,0.09099163057397774,1.506927327622809,-0.17897213229109976,-0.9196304992655779,-0.2813563969198851,-2.168772374956718,0.6024052669429292,-1.8254955388578575,0.015473792038456224,-0.38304295156784685,-2.264307275513,2.1690573061382112,0.12103151724884853,8.992093173099303,0.15187336337671997,2.3805368714139963,-0.3097409227214576,1.356589038141065,-0.9876780179876921,0.057367426458299065,-0.1835513166752678,1.4580861600724138
