Datum,Inflation_Gesamt,Inflation_Restaurants_Hotels,Inflation_Transport,ECDC_Europa_Inzidenz,CentralEurope_Temp,HolidayDestination_Temp,CentralEurope_Sunshine,HolidayDestination_Sunshine,CentralEurope_Precipitation,HolidayDestination_Precipitation
2023-03-07,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,1.3333253107863057,-1.2541288691194747,-0.9732074984669248,-1.4755725670212327,-0.572540504749924,-0.326123292114542,-0.5681116901826976
2023-03-08,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,1.3333253107863057,-1.0793966978939098,-0.6438041162550513,-1.2953925424510315,-0.4933250257541295,1.131038741495182,-0.28511076900230947
2023-03-09,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,1.3333253107863057,-0.8172984410555624,-0.46412954413948376,-0.8835524862905708,-0.7705792022394109,1.349613046536641,-0.35586099929740656
2023-03-10,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,1.3333253107863057,-0.8464204695931565,-0.4341837821202226,-0.9092924898005997,-0.1764631097709502,1.422471148217127,-0.178985423559664
2023-03-13,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,1.120570671317179,-0.1911748274972882,-0.5539668301972677,-0.7548524687404268,-0.4933250257541295,-0.03469088539259722,-0.03748496296946991
2023-03-14,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,1.120570671317179,-0.4823951128732297,-0.5689397112068982,-0.47171243013011027,0.021575587718536706,1.2038968431756683,-0.320485884149858
2023-03-15,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,1.120570671317179,-1.123079740700301,-0.808505807360988,0.19752766113063813,0.4176529826975105,-0.3625523429547851,-0.49736145988760055
2023-03-16,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,1.120570671317179,-1.0211526408187215,-0.7935329263513574,0.6351077208011278,-0.1764631097709502,-0.7997009530377024,1.2360191823422766
2023-03-17,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,1.120570671317179,-0.5843222127548092,-0.808505807360988,-0.16283238800976477,-0.29528632826464263,-0.3625523429547851,1.4836449883751157
2023-03-20,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,0.973278997838553,-0.43871207006683843,-0.7036956402935738,-0.6261524511902828,-0.29528632826464263,-0.18040708875356962,0.6700173399815003
2023-03-21,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,0.973278997838553,-0.2639798988412736,-0.688722759283943,-0.49745243364013897,0.2592220247059209,-0.326123292114542,-0.6742370356253431
2023-03-22,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,0.973278997838553,-0.07468671334691147,-0.688722759283943,-0.4459724266200816,-0.05763989127725848,0.366028673850077,-0.21436053870721247
2023-03-23,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,0.973278997838553,0.041801400803465255,-0.5539668301972677,-0.39449241960002396,0.45726072219540775,0.0745962671281322,-0.6388619204777946
2023-03-24,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,0.973278997838553,0.056362415072262285,-0.46412954413948376,-0.008392366949592124,0.06118332721643395,-0.07111993623284035,-0.6742370356253431
2023-03-27,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,0.7005166395448008,-1.0065916265499244,-0.5988854732261594,0.30048767517075337,0.5364762011912022,-0.3625523429547851,0.1747657279158211
2023-03-28,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,0.7005166395448008,-1.1667627835066923,-0.6587769972646819,-0.03413237045962082,0.5364762011912022,-0.6539847496767299,-0.49736145988760055
2023-03-29,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,0.7005166395448008,-0.6425662698299975,-0.6737498782743124,-0.7291124652303982,0.5760839406891002,-0.7632719021974593,-0.6742370356253431
2023-03-30,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,0.7005166395448008,-0.11836975615330281,-0.6438041162550513,-0.24005239853985108,0.5364762011912022,0.730319182252508,-0.6742370356253431
2023-03-31,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,0.7005166395448008,-0.16205279895969388,-0.38926513909133065,-0.4459724266200816,0.18000654571012636,1.786761656619558,-0.5681116901826976
2023-04-03,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,-0.10685994100470525,-1.1667627835066923,-0.7186685213032044,0.14604765411058074,0.6552994196848947,-0.9089881055584317,-0.6034868053302461
2023-04-04,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,-0.10685994100470525,-1.3269339404634601,-0.7785600453417268,0.6351077208011278,0.2592220247059209,-0.9089881055584317,-0.0021098478219214486
2023-04-05,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,-0.10685994100470525,-1.2395678548506777,-0.8234786883706186,0.5321477067610125,0.496868461693305,-0.7997009530377024,0.1747657279158211
2023-04-06,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,-0.10685994100470525,-0.9774695980123304,-0.7785600453417268,0.06882764358049419,0.6156916801869974,-0.326123292114542,-0.5327365750351492
2023-04-11,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,-0.10685994100470525,-0.4678340986044325,-0.5090481871683757,-0.36875241608999504,0.6156916801869974,0.766748233092751,-0.35586099929740656
2023-04-12,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,-0.10685994100470525,-0.4678340986044325,-0.32937361505280843,0.4034476892108686,0.29882976420381807,0.6574610805720217,-0.6388619204777946
2023-04-13,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,-0.10685994100470525,-0.5115171414108238,-0.5988854732261594,-0.47171243013011027,0.06118332721643395,0.9853225381342098,-0.178985423559664
2023-04-14,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,-0.10685994100470525,-0.7736153982491711,-0.5689397112068982,-1.2953925424510315,0.5760839406891002,5.247521486442652,-0.249735653854761
2023-04-17,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,-0.16141241266345566,-0.45327308433563546,-0.41921090111059206,0.22326766464066683,0.7345148986806892,-0.43541044463527134,-0.6388619204777946
2023-04-18,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,-0.16141241266345566,-0.38046801299165006,-0.41921090111059206,-0.39449241960002396,0.496868461693305,-0.3989813937950283,-0.35586099929740656
2023-04-19,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,-0.16141241266345566,-0.42415105579804135,-0.3742922580817001,0.3777076857008399,0.7741226381785871,-0.10754898707308333,-0.49736145988760055
2023-04-20,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,-0.16141241266345566,-0.49695612714202675,-0.28445497202391645,0.4806676997409547,0.8137303776764844,-0.6539847496767299,-0.5681116901826976
2023-04-21,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,-0.16141241266345566,-0.14749178469089685,-0.16467192394687144,1.1499077910017035,0.6552994196848947,0.11102531796837516,-0.6388619204777946
2023-04-24,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,-0.4232642766254576,-0.16205279895969388,-0.08980751889871835,-0.11135238098970714,0.6949071591827919,0.9488934872939665,-0.21436053870721247
2023-04-25,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,-0.4232642766254576,-0.5406391699484179,-0.059861756879457224,0.6608477243111565,0.5760839406891002,-0.5446975971560006,-0.6742370356253431
2023-04-26,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,-0.4232642766254576,-0.72993235544278,0.015002648168695853,-0.11135238098970714,0.3780452431996133,-0.690413800516973,-0.5681116901826976
2023-04-27,-1.2847451036732631,-1.3927215367931334,-1.1813057832131553,-0.4232642766254576,-0.5115171414108238,0.015002648168695853,0.6093677172910986,0.21961428520802362,-0.7632719021974593,1.978896600440795
