Datum,EXV9_ETF_Kurs,DAX_Kurs,VIX_Kurs,BrentOil_Kurs,WTIOil_Kurs,EUR_USD_Kurs,EUR_CHF_Kurs,EUR_GPB_Kurs,EUR_TRY_Kurs,Lufthansa_Kurs,Ryanair_Kurs,EasyJet_Kurs,Air France-KLM_Kurs,Booking_Kurs,Expedia_Kurs,Uber_Kurs,Airbnb_Kurs,PrimeEnergyOil_Gas_Kurs,Marriott_Hotels_Kurs,Hilton_Hotels_Kurs,AWAY-ETF_Kurs,Article Count,All Articles,News_Sentiment,Mallorca,wellness,airbnb,hotel,camping,vacation_christmas_block,vacation_easter_block,vacation_summer_wave,vacation_autumn_wave,vacation_winter_ski_wave,holiday
2023-01-19,19.352426528930664,14920.3603515625,20.520000457763672,86.16000366210938,80.33000183105469,1.0797853469848633,0.9889199733734132,0.8744300007820129,20.258819580078125,8.193940162658691,35.55047607421875,435.84173583984375,15.579999923706056,90.91755676269533,105.75819396972656,29.030000686645508,99.0999984741211,39.00963973999024,155.64529418945312,133.71826171875,18.473295211791992,,,,3.0,3.0,10.0,75.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-20,19.604490280151367,15033.5595703125,19.850000381469727,87.62999725341797,81.30999755859375,1.083388328552246,0.9920499920845032,0.8741199970245361,20.348709106445312,8.395503044128418,35.87606430053711,449.7335205078125,16.065000534057617,92.0519561767578,109.93637084960938,30.36000061035156,101.27999877929688,39.95603561401367,161.32867431640625,137.3419189453125,19.0216121673584,,,,3.0,3.0,10.0,75.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-23,19.64649772644043,15102.9501953125,19.809999465942383,88.19000244140625,81.62000274658203,1.086507797241211,0.9993799924850464,0.8756899833679199,20.41747093200684,8.413030624389648,36.28974914550781,449.7335205078125,16.229999542236328,94.30152893066406,114.31209564208984,30.530000686645508,105.22000122070312,40.2813720703125,163.36813354492188,138.6092071533203,19.111337661743164,,,,3.0,3.0,10.0,74.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-24,19.93589973449707,15093.1103515625,19.200000762939453,86.12999725341797,80.12999725341797,1.0874292850494385,1.0019999742507937,0.8781300187110901,20.349689483642575,8.46035385131836,36.42764663696289,467.7228698730469,16.40999984741211,94.33138275146484,113.75894927978516,29.93000030517578,104.12999725341795,40.23208236694336,163.9577178955078,138.84681701660156,19.111337661743164,,,,3.0,3.0,10.0,74.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-25,19.879884719848636,15081.6396484375,19.07999992370605,86.12000274658203,80.1500015258789,1.088814616203308,1.0042200088500977,0.882860004901886,20.46331024169922,8.43493938446045,36.97540283203125,513.0960083007812,16.295000076293945,93.87627410888672,115.01339721679688,30.290000915527344,104.44000244140624,40.54754638671875,166.5674285888672,140.85662841796875,19.31072425842285,,,,3.0,3.0,10.0,74.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-26,19.87521743774414,15132.849609375,18.729999542236328,87.47000122070312,81.01000213623047,1.0922038555145264,1.0017000436782837,0.879859983921051,20.542600631713867,8.524327278137207,36.62300491333008,514.695068359375,16.190000534057617,95.46263885498048,115.29984283447266,30.020000457763672,109.41999816894533,40.69541931152344,168.74221801757812,142.6288299560547,19.32069206237793,,,,3.0,3.0,10.0,74.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-27,19.85654830932617,15150.0302734375,18.51000022888184,86.66000366210938,79.68000030517578,1.0894432067871094,1.0023399591445925,0.8773900270462036,20.49099922180176,8.524327278137207,36.65364837646485,506.8996887207031,16.15999984741211,96.77256774902344,114.75657653808594,30.36000061035156,115.94000244140624,40.69541931152344,168.50054931640625,143.2724151611328,19.57989883422852,,,,3.0,3.0,10.0,74.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-30,19.618486404418945,15126.080078125,19.940000534057617,84.9000015258789,77.9000015258789,1.0871455669403076,1.0010199546813965,0.8766599893569946,20.441659927368164,8.457723617553711,35.11763381958008,498.4046630859375,15.609999656677246,95.69156646728516,114.14417266845705,29.6299991607666,109.4800033569336,40.25179672241211,165.4752197265625,141.50018310546875,19.08142852783203,,,,2.0,3.0,10.0,69.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-31,19.497129440307617,15128.26953125,19.399999618530277,84.48999786376953,78.87000274658203,1.0850694179534912,1.0039700269699097,0.8785099983215332,20.398820877075195,8.510306358337402,34.677127838134766,491.6087036132813,15.479999542236328,95.57848358154295,112.8996124267578,30.93000030517578,111.11000061035156,40.76442337036133,168.35556030273438,143.6486358642578,19.22100067138672,,,,2.0,3.0,10.0,69.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-01,19.51113510131836,15180.740234375,17.8700008392334,82.83999633789062,76.41000366210938,1.0860947370529177,0.995299994945526,0.882319986820221,20.418960571289062,8.48226261138916,35.56962966918945,482.7139892578125,15.375,96.03553771972656,116.45550537109376,31.489999771118164,113.98999786376952,41.08975982666016,169.49610900878906,145.91587829589844,19.62974548339844,,,,2.0,3.0,10.0,69.0,7.0,0.0,0.0,0.0,0.0,0.5,0.0
2023-02-02,20.36532974243164,15509.1904296875,18.729999542236328,82.16999816894531,75.87999725341797,1.1012852191925049,0.9990500211715698,0.8889999985694885,20.71099090576172,8.66980266571045,36.381683349609375,497.3053283691406,15.770000457763672,96.3869857788086,119.96200561523438,33.04999923706055,118.5199966430664,41.37565231323242,170.2790069580078,145.62875366210938,19.90888786315918,,,,2.0,3.0,10.0,69.0,7.0,0.0,0.0,0.0,0.0,0.5,0.0
