Datum,Mallorca,wellness,airbnb,hotel,camping
2023-04-12,-0.33566443698973103,0.0,0.005030753649150371,-0.6749063267827687,-0.05566924949454929
2023-04-13,-0.33566443698973103,0.0,0.005030753649150371,-0.6749063267827687,-0.05566924949454929
2023-04-14,-0.33566443698973103,0.0,0.005030753649150371,-0.6749063267827687,-0.05566924949454929
2023-04-17,-0.33566443698973103,0.0,0.005030753649150371,-0.5389520286763481,-0.05566924949454929
2023-04-18,-0.33566443698973103,0.0,0.005030753649150371,-0.5389520286763481,-0.05566924949454929
2023-04-19,-0.33566443698973103,0.0,0.005030753649150371,-0.5389520286763481,-0.05566924949454929
2023-04-20,-0.33566443698973103,0.0,0.005030753649150371,-0.5389520286763481,-0.05566924949454929
2023-04-21,-0.33566443698973103,0.0,0.005030753649150371,-0.5389520286763481,-0.05566924949454929
2023-04-24,0.4459985806298738,0.0,0.005030753649150371,-0.2670434324635066,0.19434532636043625
2023-04-25,0.4459985806298738,0.0,0.005030753649150371,-0.2670434324635066,0.19434532636043625
2023-04-26,0.4459985806298738,0.0,0.005030753649150371,-0.2670434324635066,0.19434532636043625
2023-04-27,0.4459985806298738,0.0,0.005030753649150371,-0.2670434324635066,0.19434532636043625
2023-04-28,0.4459985806298738,0.0,0.005030753649150371,-0.2670434324635066,0.19434532636043625
2023-05-02,0.4459985806298738,0.0,0.005030753649150371,-0.2670434324635066,0.19434532636043625
2023-05-03,0.4459985806298738,0.0,0.005030753649150371,-0.2670434324635066,0.19434532636043625
2023-05-04,0.4459985806298738,0.0,0.005030753649150371,-0.2670434324635066,0.19434532636043625
2023-05-05,0.4459985806298738,0.0,0.005030753649150371,-0.2670434324635066,0.19434532636043625
2023-05-08,0.4459985806298738,0.0,0.005030753649150371,-0.6749063267827687,0.19434532636043625
2023-05-09,0.4459985806298738,0.0,0.005030753649150371,-0.6749063267827687,0.19434532636043625
2023-05-10,0.4459985806298738,0.0,0.005030753649150371,-0.6749063267827687,0.19434532636043625
2023-05-11,0.4459985806298738,0.0,0.005030753649150371,-0.6749063267827687,0.19434532636043625
2023-05-12,0.4459985806298738,0.0,0.005030753649150371,-0.6749063267827687,0.19434532636043625
2023-05-15,-0.33566443698973103,0.0,0.005030753649150371,-0.6749063267827687,0.6943744780704074
2023-05-16,-0.33566443698973103,0.0,0.005030753649150371,-0.6749063267827687,0.6943744780704074
2023-05-17,-0.33566443698973103,0.0,0.005030753649150371,-0.6749063267827687,0.6943744780704074
2023-05-18,-0.33566443698973103,0.0,0.005030753649150371,-0.6749063267827687,0.6943744780704074
2023-05-19,-0.33566443698973103,0.0,0.005030753649150371,-0.6749063267827687,0.6943744780704074
2023-05-22,0.4459985806298738,0.0,0.005030753649150371,-0.2670434324635066,0.6943744780704074
2023-05-23,0.4459985806298738,0.0,0.005030753649150371,-0.2670434324635066,0.6943744780704074
2023-05-24,0.4459985806298738,0.0,0.005030753649150371,-0.2670434324635066,0.6943744780704074
2023-05-25,0.4459985806298738,0.0,0.005030753649150371,-0.2670434324635066,0.6943744780704074
2023-05-26,0.4459985806298738,0.0,0.005030753649150371,-0.2670434324635066,0.6943744780704074
2023-05-29,1.2276615982494785,0.0,0.005030753649150371,-0.5389520286763481,0.944389053925393
2023-05-30,1.2276615982494785,0.0,0.005030753649150371,-0.5389520286763481,0.944389053925393
2023-05-31,1.2276615982494785,0.0,0.005030753649150371,-0.5389520286763481,0.944389053925393
2023-06-01,1.2276615982494785,0.0,0.005030753649150371,-0.5389520286763481,0.944389053925393
2023-06-02,1.2276615982494785,0.0,0.005030753649150371,-0.5389520286763481,0.944389053925393
2023-06-05,0.4459985806298738,0.0,0.8485204488233362,-0.1310891343570859,0.944389053925393
2023-06-06,0.4459985806298738,0.0,0.8485204488233362,-0.1310891343570859,0.944389053925393
2023-06-07,0.4459985806298738,0.0,0.8485204488233362,-0.1310891343570859,0.944389053925393
2023-06-08,0.4459985806298738,0.0,0.8485204488233362,-0.1310891343570859,0.944389053925393
2023-06-09,0.4459985806298738,0.0,0.8485204488233362,-0.1310891343570859,0.944389053925393
2023-06-12,-0.33566443698973103,0.0,0.8485204488233362,0.5486823561750176,0.944389053925393
2023-06-13,-0.33566443698973103,0.0,0.8485204488233362,0.5486823561750176,0.944389053925393
2023-06-14,-0.33566443698973103,0.0,0.8485204488233362,0.5486823561750176,0.944389053925393
2023-06-15,-0.33566443698973103,0.0,0.8485204488233362,0.5486823561750176,0.944389053925393
2023-06-16,-0.33566443698973103,0.0,0.8485204488233362,0.5486823561750176,0.944389053925393
2023-06-19,-0.33566443698973103,0.0,0.8485204488233362,0.8205909523878591,1.1944036297803784
2023-06-20,-0.33566443698973103,0.0,0.8485204488233362,0.8205909523878591,1.1944036297803784
2023-06-21,-0.33566443698973103,0.0,0.8485204488233362,0.8205909523878591,1.1944036297803784
2023-06-22,-0.33566443698973103,0.0,0.8485204488233362,0.8205909523878591,1.1944036297803784
2023-06-23,-0.33566443698973103,0.0,0.8485204488233362,0.8205909523878591,1.1944036297803784
2023-06-26,0.4459985806298738,0.0,1.6920101439975221,0.9565452504942797,1.444418205635364
2023-06-27,0.4459985806298738,0.0,1.6920101439975221,0.9565452504942797,1.444418205635364
2023-06-28,0.4459985806298738,0.0,1.6920101439975221,0.9565452504942797,1.444418205635364
2023-06-29,0.4459985806298738,0.0,1.6920101439975221,0.9565452504942797,1.444418205635364
2023-06-30,0.4459985806298738,0.0,1.6920101439975221,0.9565452504942797,1.444418205635364
2023-07-03,0.4459985806298738,0.0,1.6920101439975221,1.364408144813542,1.6944327814903495
2023-07-04,0.4459985806298738,0.0,1.6920101439975221,1.364408144813542,1.6944327814903495
2023-07-05,0.4459985806298738,0.0,1.6920101439975221,1.364408144813542,1.6944327814903495
2023-07-06,0.4459985806298738,0.0,1.6920101439975221,1.364408144813542,1.6944327814903495
2023-07-07,0.4459985806298738,0.0,1.6920101439975221,1.364408144813542,1.6944327814903495
2023-07-10,0.4459985806298738,0.0,1.6920101439975221,0.6846366542814383,1.9444473573453351
2023-07-11,0.4459985806298738,0.0,1.6920101439975221,0.6846366542814383,1.9444473573453351
2023-07-12,0.4459985806298738,0.0,1.6920101439975221,0.6846366542814383,1.9444473573453351
2023-07-13,0.4459985806298738,0.0,1.6920101439975221,0.6846366542814383,1.9444473573453351
2023-07-14,0.4459985806298738,0.0,1.6920101439975221,0.6846366542814383,1.9444473573453351
2023-07-17,0.4459985806298738,0.0,1.6920101439975221,1.228453846707121,1.9444473573453351
2023-07-18,0.4459985806298738,0.0,1.6920101439975221,1.228453846707121,1.9444473573453351
2023-07-19,0.4459985806298738,0.0,1.6920101439975221,1.228453846707121,1.9444473573453351
2023-07-20,0.4459985806298738,0.0,1.6920101439975221,1.228453846707121,1.9444473573453351
2023-07-21,0.4459985806298738,0.0,1.6920101439975221,1.228453846707121,1.9444473573453351
2023-07-24,0.4459985806298738,0.0,1.6920101439975221,1.364408144813542,1.9444473573453351
2023-07-25,0.4459985806298738,0.0,1.6920101439975221,1.364408144813542,1.9444473573453351
2023-07-26,0.4459985806298738,0.0,1.6920101439975221,1.364408144813542,1.9444473573453351
2023-07-27,0.4459985806298738,0.0,1.6920101439975221,1.364408144813542,1.9444473573453351
2023-07-28,0.4459985806298738,0.0,1.6920101439975221,1.364408144813542,1.9444473573453351
2023-07-31,0.4459985806298738,0.0,1.6920101439975221,1.364408144813542,1.9444473573453351
2023-08-01,0.4459985806298738,0.0,1.6920101439975221,1.364408144813542,1.9444473573453351
2023-08-02,0.4459985806298738,0.0,1.6920101439975221,1.364408144813542,1.9444473573453351
2023-08-03,0.4459985806298738,0.0,1.6920101439975221,1.364408144813542,1.9444473573453351
2023-08-04,0.4459985806298738,0.0,1.6920101439975221,1.364408144813542,1.9444473573453351
2023-08-07,0.4459985806298738,0.0,0.8485204488233362,1.6363167410263832,1.6944327814903495
2023-08-08,0.4459985806298738,0.0,0.8485204488233362,1.6363167410263832,1.6944327814903495
2023-08-09,0.4459985806298738,0.0,0.8485204488233362,1.6363167410263832,1.6944327814903495
2023-08-10,0.4459985806298738,0.0,0.8485204488233362,1.6363167410263832,1.6944327814903495
2023-08-11,0.4459985806298738,0.0,0.8485204488233362,1.6363167410263832,1.6944327814903495
2023-08-14,0.4459985806298738,0.0,0.8485204488233362,1.364408144813542,1.6944327814903495
2023-08-15,0.4459985806298738,0.0,0.8485204488233362,1.364408144813542,1.6944327814903495
2023-08-16,0.4459985806298738,0.0,0.8485204488233362,1.364408144813542,1.6944327814903495
2023-08-17,0.4459985806298738,0.0,0.8485204488233362,1.364408144813542,1.6944327814903495
2023-08-18,0.4459985806298738,0.0,0.8485204488233362,1.364408144813542,1.6944327814903495
2023-08-21,0.4459985806298738,0.0,0.005030753649150371,0.5486823561750176,0.944389053925393
2023-08-22,0.4459985806298738,0.0,0.005030753649150371,0.5486823561750176,0.944389053925393
2023-08-23,0.4459985806298738,0.0,0.005030753649150371,0.5486823561750176,0.944389053925393
2023-08-24,0.4459985806298738,0.0,0.005030753649150371,0.5486823561750176,0.944389053925393
2023-08-25,0.4459985806298738,0.0,0.005030753649150371,0.5486823561750176,0.944389053925393
2023-08-28,1.2276615982494785,0.0,0.005030753649150371,0.004865163749334804,0.4443599022154218
2023-08-29,1.2276615982494785,0.0,0.005030753649150371,0.004865163749334804,0.4443599022154218
2023-08-30,1.2276615982494785,0.0,0.005030753649150371,0.004865163749334804,0.4443599022154218
2023-08-31,1.2276615982494785,0.0,0.005030753649150371,0.004865163749334804,0.4443599022154218
2023-09-01,1.2276615982494785,0.0,0.005030753649150371,0.004865163749334804,0.4443599022154218
2023-09-04,0.4459985806298738,0.0,0.005030753649150371,0.4127280580685969,0.19434532636043625
2023-09-05,0.4459985806298738,0.0,0.005030753649150371,0.4127280580685969,0.19434532636043625
2023-09-06,0.4459985806298738,0.0,0.005030753649150371,0.4127280580685969,0.19434532636043625
2023-09-07,0.4459985806298738,0.0,0.005030753649150371,0.4127280580685969,0.19434532636043625
2023-09-08,0.4459985806298738,0.0,0.005030753649150371,0.4127280580685969,0.19434532636043625
2023-09-11,-0.33566443698973103,0.0,-0.8384589415250354,-0.6749063267827687,-0.30568382534953487
2023-09-12,-0.33566443698973103,0.0,-0.8384589415250354,-0.6749063267827687,-0.30568382534953487
2023-09-13,-0.33566443698973103,0.0,-0.8384589415250354,-0.6749063267827687,-0.30568382534953487
2023-09-14,-0.33566443698973103,0.0,-0.8384589415250354,-0.6749063267827687,-0.30568382534953487
2023-09-15,-0.33566443698973103,0.0,-0.8384589415250354,-0.6749063267827687,-0.30568382534953487
2023-09-18,-0.33566443698973103,0.0,-0.8384589415250354,-0.1310891343570859,-0.5556984012045204
2023-09-19,-0.33566443698973103,0.0,-0.8384589415250354,-0.1310891343570859,-0.5556984012045204
2023-09-20,-0.33566443698973103,0.0,-0.8384589415250354,-0.1310891343570859,-0.5556984012045204
2023-09-21,-0.33566443698973103,0.0,-0.8384589415250354,-0.1310891343570859,-0.5556984012045204
2023-09-22,-0.33566443698973103,0.0,-0.8384589415250354,-0.1310891343570859,-0.5556984012045204
2023-09-25,1.2276615982494785,0.0,-0.8384589415250354,-0.1310891343570859,-0.5556984012045204
2023-09-26,1.2276615982494785,0.0,-0.8384589415250354,-0.1310891343570859,-0.5556984012045204
2023-09-27,1.2276615982494785,0.0,-0.8384589415250354,-0.1310891343570859,-0.5556984012045204
2023-09-28,1.2276615982494785,0.0,-0.8384589415250354,-0.1310891343570859,-0.5556984012045204
2023-09-29,1.2276615982494785,0.0,-0.8384589415250354,-0.1310891343570859,-0.5556984012045204
2023-10-02,-0.33566443698973103,0.0,-0.8384589415250354,-0.5389520286763481,-0.5556984012045204
2023-10-03,-0.33566443698973103,0.0,-0.8384589415250354,-0.5389520286763481,-0.5556984012045204
2023-10-04,-0.33566443698973103,0.0,-0.8384589415250354,-0.5389520286763481,-0.5556984012045204
2023-10-05,-0.33566443698973103,0.0,-0.8384589415250354,-0.5389520286763481,-0.5556984012045204
2023-10-06,-0.33566443698973103,0.0,-0.8384589415250354,-0.5389520286763481,-0.5556984012045204
2023-10-09,-0.33566443698973103,0.0,-0.8384589415250354,-1.2187235192084516,-1.0557275529144916
2023-10-10,-0.33566443698973103,0.0,-0.8384589415250354,-1.2187235192084516,-1.0557275529144916
2023-10-11,-0.33566443698973103,0.0,-0.8384589415250354,-1.2187235192084516,-1.0557275529144916
2023-10-12,-0.33566443698973103,0.0,-0.8384589415250354,-1.2187235192084516,-1.0557275529144916
2023-10-13,-0.33566443698973103,0.0,-0.8384589415250354,-1.2187235192084516,-1.0557275529144916
2023-10-16,-0.33566443698973103,0.0,-1.6819486366992213,-0.9468149229956101,-1.0557275529144916
2023-10-17,-0.33566443698973103,0.0,-1.6819486366992213,-0.9468149229956101,-1.0557275529144916
2023-10-18,-0.33566443698973103,0.0,-1.6819486366992213,-0.9468149229956101,-1.0557275529144916
2023-10-19,-0.33566443698973103,0.0,-1.6819486366992213,-0.9468149229956101,-1.0557275529144916
2023-10-20,-0.33566443698973103,0.0,-1.6819486366992213,-0.9468149229956101,-1.0557275529144916
2023-10-23,-1.117327454609336,0.0,-1.6819486366992213,-0.9468149229956101,-1.0557275529144916
2023-10-24,-1.117327454609336,0.0,-1.6819486366992213,-0.9468149229956101,-1.0557275529144916
2023-10-25,-1.117327454609336,0.0,-1.6819486366992213,-0.9468149229956101,-1.0557275529144916
2023-10-26,-1.117327454609336,0.0,-1.6819486366992213,-0.9468149229956101,-1.0557275529144916
2023-10-27,-1.117327454609336,0.0,-1.6819486366992213,-0.9468149229956101,-1.0557275529144916
2023-10-30,-1.117327454609336,0.0,-1.6819486366992213,-1.490632115421293,-1.0557275529144916
2023-10-31,-1.117327454609336,0.0,-1.6819486366992213,-1.490632115421293,-1.0557275529144916
2023-11-01,-1.117327454609336,0.0,-1.6819486366992213,-1.490632115421293,-1.0557275529144916
2023-11-02,-1.117327454609336,0.0,-1.6819486366992213,-1.490632115421293,-1.0557275529144916
2023-11-03,-1.117327454609336,0.0,-1.6819486366992213,-1.490632115421293,-1.0557275529144916
2023-11-06,-1.117327454609336,0.0,-0.8384589415250354,-1.3546778173148721,-1.0557275529144916
2023-11-07,-1.117327454609336,0.0,-0.8384589415250354,-1.3546778173148721,-1.0557275529144916
2023-11-08,-1.117327454609336,0.0,-0.8384589415250354,-1.3546778173148721,-1.0557275529144916
2023-11-09,-1.117327454609336,0.0,-0.8384589415250354,-1.3546778173148721,-1.0557275529144916
2023-11-10,-1.117327454609336,0.0,-0.8384589415250354,-1.3546778173148721,-1.0557275529144916
2023-11-13,-1.117327454609336,0.0,-1.6819486366992213,-0.9468149229956101,-1.0557275529144916
2023-11-14,-1.117327454609336,0.0,-1.6819486366992213,-0.9468149229956101,-1.0557275529144916
2023-11-15,-1.117327454609336,0.0,-1.6819486366992213,-0.9468149229956101,-1.0557275529144916
2023-11-16,-1.117327454609336,0.0,-1.6819486366992213,-0.9468149229956101,-1.0557275529144916
2023-11-17,-1.117327454609336,0.0,-1.6819486366992213,-0.9468149229956101,-1.0557275529144916
2023-11-20,-1.117327454609336,0.0,-1.6819486366992213,-1.2187235192084516,-1.0557275529144916
2023-11-21,-1.117327454609336,0.0,-1.6819486366992213,-1.2187235192084516,-1.0557275529144916
2023-11-22,-1.117327454609336,0.0,-1.6819486366992213,-1.2187235192084516,-1.0557275529144916
2023-11-23,-1.117327454609336,0.0,-1.6819486366992213,-1.2187235192084516,-1.0557275529144916
2023-11-24,-1.117327454609336,0.0,-1.6819486366992213,-1.2187235192084516,-1.0557275529144916
2023-11-27,-1.117327454609336,0.0,-1.6819486366992213,-1.7625407116341343,-1.0557275529144916
2023-11-28,-1.117327454609336,0.0,-1.6819486366992213,-1.7625407116341343,-1.0557275529144916
2023-11-29,-1.117327454609336,0.0,-1.6819486366992213,-1.7625407116341343,-1.0557275529144916
2023-11-30,-1.117327454609336,0.0,-1.6819486366992213,-1.7625407116341343,-1.0557275529144916
2023-12-01,-1.117327454609336,0.0,-1.6819486366992213,-1.7625407116341343,-1.0557275529144916
2023-12-04,-1.117327454609336,0.0,-1.6819486366992213,-1.898495009740555,-1.305742128769477
2023-12-05,-1.117327454609336,0.0,-1.6819486366992213,-1.898495009740555,-1.305742128769477
2023-12-06,-1.117327454609336,0.0,-1.6819486366992213,-1.898495009740555,-1.305742128769477
2023-12-07,-1.117327454609336,0.0,-1.6819486366992213,-1.898495009740555,-1.305742128769477
2023-12-08,-1.117327454609336,0.0,-1.6819486366992213,-1.898495009740555,-1.305742128769477
2023-12-11,-1.117327454609336,0.0,-1.6819486366992213,-1.2187235192084516,-1.305742128769477
2023-12-12,-1.117327454609336,0.0,-1.6819486366992213,-1.2187235192084516,-1.305742128769477
2023-12-13,-1.117327454609336,0.0,-1.6819486366992213,-1.2187235192084516,-1.305742128769477
2023-12-14,-1.117327454609336,0.0,-1.6819486366992213,-1.2187235192084516,-1.305742128769477
2023-12-15,-1.117327454609336,0.0,-1.6819486366992213,-1.2187235192084516,-1.305742128769477
2023-12-18,-1.117327454609336,0.0,-1.6819486366992213,-1.6265864135277137,-1.0557275529144916
2023-12-19,-1.117327454609336,0.0,-1.6819486366992213,-1.6265864135277137,-1.0557275529144916
2023-12-20,-1.117327454609336,0.0,-1.6819486366992213,-1.6265864135277137,-1.0557275529144916
2023-12-21,-1.117327454609336,0.0,-1.6819486366992213,-1.6265864135277137,-1.0557275529144916
2023-12-22,-1.117327454609336,0.0,-1.6819486366992213,-1.6265864135277137,-1.0557275529144916
2023-12-27,-1.117327454609336,0.0,-0.8384589415250354,0.004865163749334804,-0.5556984012045204
2023-12-28,-1.117327454609336,0.0,-0.8384589415250354,0.004865163749334804,-0.5556984012045204
2023-12-29,-1.117327454609336,0.0,-0.8384589415250354,0.004865163749334804,-0.5556984012045204
2024-01-02,0.4459985806298738,0.0,0.005030753649150371,-0.4029977305699273,-0.5556984012045204
2024-01-03,0.4459985806298738,0.0,0.005030753649150371,-0.4029977305699273,-0.5556984012045204
2024-01-04,0.4459985806298738,0.0,0.005030753649150371,-0.4029977305699273,-0.5556984012045204
2024-01-05,0.4459985806298738,0.0,0.005030753649150371,-0.4029977305699273,-0.5556984012045204
2024-01-08,-0.33566443698973103,0.0,0.005030753649150371,-0.8108606248891894,-0.5556984012045204
2024-01-09,-0.33566443698973103,0.0,0.005030753649150371,-0.8108606248891894,-0.5556984012045204
2024-01-10,-0.33566443698973103,0.0,0.005030753649150371,-0.8108606248891894,-0.5556984012045204
2024-01-11,-0.33566443698973103,0.0,0.005030753649150371,-0.8108606248891894,-0.5556984012045204
2024-01-12,-0.33566443698973103,0.0,0.005030753649150371,-0.8108606248891894,-0.5556984012045204
2024-01-15,-0.33566443698973103,0.0,0.005030753649150371,-0.1310891343570859,-0.5556984012045204
2024-01-16,-0.33566443698973103,0.0,0.005030753649150371,-0.1310891343570859,-0.5556984012045204
2024-01-17,-0.33566443698973103,0.0,0.005030753649150371,-0.1310891343570859,-0.5556984012045204
2024-01-18,-0.33566443698973103,0.0,0.005030753649150371,-0.1310891343570859,-0.5556984012045204
2024-01-19,-0.33566443698973103,0.0,0.005030753649150371,-0.1310891343570859,-0.5556984012045204
2024-01-22,0.4459985806298738,0.0,0.005030753649150371,0.4127280580685969,-0.5556984012045204
2024-01-23,0.4459985806298738,0.0,0.005030753649150371,0.4127280580685969,-0.5556984012045204
2024-01-24,0.4459985806298738,0.0,0.005030753649150371,0.4127280580685969,-0.5556984012045204
2024-01-25,0.4459985806298738,0.0,0.005030753649150371,0.4127280580685969,-0.5556984012045204
2024-01-26,0.4459985806298738,0.0,0.005030753649150371,0.4127280580685969,-0.5556984012045204
2024-01-29,-0.33566443698973103,0.0,0.005030753649150371,0.4127280580685969,-0.5556984012045204
2024-01-30,-0.33566443698973103,0.0,0.005030753649150371,0.4127280580685969,-0.5556984012045204
2024-01-31,-0.33566443698973103,0.0,0.005030753649150371,0.4127280580685969,-0.5556984012045204
2024-02-01,-0.33566443698973103,0.0,0.005030753649150371,0.4127280580685969,-0.5556984012045204
2024-02-02,-0.33566443698973103,0.0,0.005030753649150371,0.4127280580685969,-0.5556984012045204
2024-02-05,-0.33566443698973103,0.0,0.8485204488233362,1.0924995486007005,-0.5556984012045204
2024-02-06,-0.33566443698973103,0.0,0.8485204488233362,1.0924995486007005,-0.5556984012045204
2024-02-07,-0.33566443698973103,0.0,0.8485204488233362,1.0924995486007005,-0.5556984012045204
2024-02-08,-0.33566443698973103,0.0,0.8485204488233362,1.0924995486007005,-0.5556984012045204
2024-02-09,-0.33566443698973103,0.0,0.8485204488233362,1.0924995486007005,-0.5556984012045204
2024-02-12,-1.117327454609336,0.0,0.005030753649150371,0.4127280580685969,-0.5556984012045204
2024-02-13,-1.117327454609336,0.0,0.005030753649150371,0.4127280580685969,-0.5556984012045204
2024-02-14,-1.117327454609336,0.0,0.005030753649150371,0.4127280580685969,-0.5556984012045204
2024-02-15,-1.117327454609336,0.0,0.005030753649150371,0.4127280580685969,-0.5556984012045204
2024-02-16,-1.117327454609336,0.0,0.005030753649150371,0.4127280580685969,-0.5556984012045204
2024-02-19,-0.33566443698973103,0.0,0.8485204488233362,0.4127280580685969,-0.5556984012045204
2024-02-20,-0.33566443698973103,0.0,0.8485204488233362,0.4127280580685969,-0.5556984012045204
