Price,Close,High,Low,Open,Volume
Ticker,BKNG,BKNG,BKNG,BKNG,BKNG
Date,,,,,
2023-01-03,79.59757995605469,80.25521084473678,78.55414711397911,79.85687305466396,6672500
2023-01-04,82.66169738769531,82.7850760214181,80.55994254899511,81.0319115810309,9202500
2023-01-05,84.01298522949219,84.34708991726679,81.68444992186336,81.68444992186336,9400000
2023-01-06,85.35684204101562,85.8249038933241,84.25661691032477,84.80339754286364,8760000
2023-01-09,86.49898529052734,87.05164536512272,85.57892359369092,85.97374268992746,6790000
2023-01-10,86.99015045166016,86.99054639885004,85.35958762876436,86.19151749894205,5417500
2023-01-11,87.14134216308594,87.98188574894806,86.77668974405938,87.08415394183154,7247500
2023-01-12,88.39314270019531,88.8196823868501,86.74338774785312,87.16953895804401,7302500
2023-01-13,90.13885498046875,90.16509955277036,87.03753544043431,87.0841451434203,7267500
2023-01-17,91.41886138916016,91.50933903944156,90.00450095410721,90.00450095410721,8600000
2023-01-18,89.94732666015625,93.01300341930414,89.82943153164442,92.43645208903989,7677500
2023-01-19,90.68955993652344,90.96138886659344,88.84709827878378,88.91133883750615,7105000
2023-01-20,91.82112121582031,92.06396381663725,90.88070192604498,91.1486087281091,7592500
2023-01-23,94.06507873535156,94.15124581734548,91.25359940163379,91.65311015625396,8522500
2023-01-24,94.09483337402344,95.21190499585954,93.76308192103585,94.10580036420484,5927500
2023-01-25,93.64085388183594,93.72858978239358,89.68254085126998,90.01781839564384,7607500
2023-01-26,95.2232666015625,95.3294103306622,93.905651480149,94.00318149024166,5950000
2023-01-27,96.52991485595703,96.924726528025,94.85626837415936,94.85626837415936,7475000
2023-01-30,95.45160675048828,96.20832898855289,94.54643421434898,95.33292719559851,7930000
2023-01-31,95.33879089355469,95.41281806259386,94.13790570691917,94.78025892878772,8452500
2023-02-01,95.79471588134766,96.44099129211762,93.61737257501395,94.87818785828053,10280000
2023-02-02,96.145263671875,97.32422239259513,95.52915499948975,96.19070047247457,8650000
2023-02-03,96.16016387939453,96.83189951763384,94.39016781540317,94.89190763033923,7182500
2023-02-06,96.74297332763672,96.93568006521492,95.0180183022497,95.17077172978456,6152500
2023-02-07,97.41822814941406,97.52750208817616,94.50765063743088,96.54203449153651,10705000
2023-02-08,94.98550415039062,97.37044329062918,94.79240893972481,96.46292493623402,8765000
2023-02-09,95.41792297363281,97.5557089035931,95.39677341895734,96.42454017465153,8725000
2023-02-10,91.98092651367188,94.18491024603829,91.30958692937116,93.3651203665144,14190000
2023-02-13,94.90521240234375,95.28944548329913,92.6945648142191,93.09995491969747,6725000
2023-02-14,96.78607177734375,97.18088342498626,94.39329564579432,94.71329568581702,6590000
2023-02-15,98.56938934326172,98.6806280942091,97.21574298737451,97.91998364120641,7482500
2023-02-16,97.65284729003906,99.36918850643072,96.72534484296796,96.9329332063996,8530000
2023-02-17,96.43197631835938,96.9278440765847,95.66820176272961,96.5741586938704,7175000
2023-02-21,95.00157165527344,95.95022374468019,94.59305128479055,94.59305128479055,5630000
2023-02-22,95.04935455322266,95.94865519123144,94.73170779489261,94.9146204511393,4150000
2023-02-23,95.04072570800781,96.11980113587903,93.3196855291836,95.1680189711083,10490000
2023-02-24,96.05872344970703,97.4973640619545,94.20059543271893,95.17822647685293,14092500
2023-02-27,98.7456283569336,99.04643611544202,96.94546593514136,97.15188139192982,9072500
2023-02-28,98.85999298095703,99.83488200931555,97.96500309170956,98.38371342829264,8500000
2023-03-01,99.96924591064453,100.0448419402524,98.89565379414518,99.09501693735255,8222500
2023-03-02,100.96842193603516,101.19442560022176,99.00963386466567,99.47338513592203,8217500
2023-03-03,102.63580322265625,102.94326740309006,101.41767550187545,101.83677437101133,10477500
2023-03-06,102.36280822753906,102.87316921718754,100.84426109612028,100.84426109612028,11200000
2023-03-07,101.01033020019531,103.01181328409791,100.71774765040094,101.82776687714227,7430000
2023-03-08,101.16582489013672,101.83834489799358,100.41458610196429,100.95158011630262,5285000
2023-03-09,98.1310806274414,101.34206989668287,98.05901077934452,100.71695155840617,8157500
2023-03-10,97.15580749511719,98.88311584861177,96.41083661699234,98.26817999996616,9590000
2023-03-13,95.52641296386719,96.6532710157149,95.29335699095974,96.34736824219775,10455000
2023-03-14,96.97015380859375,98.44326408533728,96.35326063161733,97.8815943339038,9472500
2023-03-15,94.61929321289062,95.35525440982256,93.34437321224485,94.73326623188704,10640000
2023-03-16,95.56636047363281,96.057140681108,94.04272602065156,94.15905977093017,8440000
2023-03-17,95.60319519042969,95.78963401814796,93.7215645340846,95.56637210252204,19970000
2023-03-20,97.67438507080078,98.07233436057696,95.49664590719576,95.98233110707051,8072500
2023-03-21,100.71342468261719,101.11998767378755,98.61754954395963,98.61754954395963,7062500
2023-03-22,100.20111083984375,102.30639168253408,100.15254381385652,100.9503997193147,6827500
2023-03-23,99.43812561035156,102.4489676009526,98.85413342820857,100.77963195100523,8812500
2023-03-24,97.89373779296875,98.46363280753975,96.5890544341428,98.31518996317493,8240000
2023-03-27,98.24544525146484,99.59634955823131,98.09543359125995,98.8991614025888,6160000
2023-03-28,99.68724060058594,100.04209892263205,98.24546244416481,98.70334174012706,5895000
2023-03-29,100.73104858398438,101.2300540255441,100.07968567592013,101.10941715346826,5917500
2023-03-30,102.21905517578125,102.79599500699827,101.0729973373632,101.38242630481213,6635000
2023-03-31,103.88957214355469,104.22054663977829,102.6980848751144,102.84339749335798,9145000
2023-04-03,104.39013671875,104.85975995688902,103.01181470279546,103.59111530976014,5577500
2023-04-04,103.33808898925781,104.7724188387106,102.81597660804509,104.66235299461138,6517500
2023-04-05,102.44779968261719,103.21353164966408,101.44509706253582,103.13010632550153,6522500
2023-04-06,101.20420837402344,102.06199429680346,99.9567133181497,102.06199429680346,6817500
2023-04-10,100.76239013671875,101.25237845229566,99.96414577007558,100.46823876851839,5145000
2023-04-11,100.52347564697266,101.39340150302377,100.31157666478336,101.12431429954482,5917500
2023-04-12,99.77066802978516,101.36363080641567,99.27205845863188,101.36127753538824,6905000
2023-04-13,102.99732208251953,103.05489877516072,100.28963373977005,100.62256553003283,8365000
2023-04-14,103.78968811035156,104.1077307967827,102.44857773504917,102.87276414244276,4635000
2023-04-17,104.81549072265625,104.82058574046196,103.08896699097482,103.08896699097482,4392500
2023-04-18,105.62352752685547,106.60938357412445,105.27610260109412,105.60198202667493,6125000
2023-04-19,104.82452392578125,105.55226744624458,104.67881534865995,105.12102115756909,4962500
2023-04-20,104.21700286865234,105.74181017613552,104.06189618670939,104.35330579765962,6192500
2023-04-21,105.25731658935547,105.35092447548737,103.12931723316012,104.28947230650151,5252500
2023-04-24,104.95806884765625,106.02774624507504,104.45554466660981,105.66544712391385,6090000
2023-04-25,103.6001205444336,104.7943570395876,103.45050480096167,104.7943570395876,7090000
2023-04-26,101.7337646484375,104.18881646547563,101.2809878412803,103.53823789411459,8935000
2023-04-27,103.38156127929688,103.43679217508303,100.94805499045897,102.69847022193154,9422500
2023-04-28,105.21736907958984,105.51543513280423,102.64755978300978,103.05842595997684,7382500
2023-05-01,105.40458679199219,106.53615149470755,104.92008193463117,104.98274617652132,6307500
2023-05-02,106.38221740722656,106.99715323563696,105.2385128181215,105.2385128181215,7287500
2023-05-03,103.646728515625,106.60077840131868,103.23820813997344,106.60077840131868,9997500
2023-05-04,101.97659301757812,103.63848769239988,101.85987079331068,102.26447646049583,12195000
2023-05-05,100.63430786132812,103.80103314152545,98.87331437947661,103.02433431098848,19705000
2023-05-08,103.38272857666016,103.72271271031549,100.78393315918198,100.78393315918198,8622500
2023-05-09,103.20413208007812,104.36664046085241,102.17283909944085,102.83321175345536,8487500
2023-05-10,103.6353759765625,104.34274684834283,101.78312005207812,103.20413718516095,10295000
2023-05-11,104.05289459228516,104.51586140339178,103.22292959500092,103.28089476398925,5307500
2023-05-12,103.04393768310547,104.9596421806048,102.81597669961026,104.9596421806048,5507500
2023-05-15,103.64124298095703,103.9162021479733,102.65734412875736,102.89391883170272,4967500
2023-05-16,103.65103912353516,105.45159027014545,103.65065064705185,104.18686025453667,5630000
2023-05-17,105.62432098388672,105.7433964974225,103.4281737624121,104.26088805068309,7440000
2023-05-18,108.92539978027344,109.1553180938357,105.53188585684401,105.70305457273751,8440000
2023-05-19,108.30968475341797,108.92501659428956,107.84985557466112,108.92501659428956,8590000
2023-05-22,105.58201599121094,109.12946352885557,105.48018286274532,108.27324646088971,7070000
2023-05-23,103.30518341064453,104.97334614027545,102.74194484321745,104.82333446234864,7242500
2023-05-24,102.84848022460938,103.52726062683232,101.65581272779252,102.70825517095786,6752500
2023-05-25,101.7337646484375,103.3110613315254,100.7059978279211,103.30400898928842,9507500
2023-05-26,101.48934936523438,104.35526703527657,101.38124085552509,102.42350072112318,11632500
2023-05-30,99.04683685302734,102.08118156807845,98.70842157147473,101.64954688028698,12142500
2023-05-31,98.26348114013672,98.82240914119657,96.23301171733866,98.57682477182584,20580000
2023-06-01,99.87837219238281,100.59122648610114,97.93368147404787,98.04217846532508,7977500
2023-06-02,102.84143829345703,103.18729442110426,100.60220009761584,100.94805622526306,8185000
2023-06-05,104.60829162597656,104.75948366574943,102.51750398831311,102.51750398831311,7820000
2023-06-06,106.0708236694336,106.90001167957807,105.1468548797311,105.30900643804328,7867500
2023-06-07,103.56720733642578,106.76723721854277,103.269141314171,106.1577849144292,7857500
2023-06-08,103.69568634033203,104.94044710853792,102.5026302953375,102.5026302953375,5945000
2023-06-09,102.0768814086914,104.6858596207426,101.99345608284705,103.69569281789386,7960000
2023-06-12,102.0459213256836,102.90448410915845,101.05732352942498,102.86414232649543,7937500
2023-06-13,102.3870849609375,103.00868468105547,101.24220742342943,103.00868468105547,6677500
2023-06-14,102.2202377319336,102.75723177527756,101.02835450058777,101.65543026589391,5857500
2023-06-15,104.6451187133789,104.9059806673111,101.33464171234601,101.66209002848102,9960000
2023-06-16,103.44226837158203,105.84013177464266,103.09641227256719,105.84013177464266,20722500
2023-06-20,103.27228546142578,104.57735721472862,102.38395183931665,102.62013806124249,7312500
2023-06-21,103.55233764648438,104.39053543642297,102.62014348768889,103.27229092235706,6122500
2023-06-22,104.88794708251953,105.05558960072776,103.44265043111139,103.49239782544065,5627500
2023-06-23,102.77405548095703,104.112424033969,102.5903584223633,103.32711145101256,8115000
2023-06-26,102.45406341552734,103.85666516135441,102.03261127573768,102.38433936084841,5650000
2023-06-27,105.76766967773438,106.65013131319942,103.69882334140644,103.69882334140644,9705000
2023-06-28,104.44026184082031,106.64189976033089,104.30631217659285,105.67483996193425,6055000
2023-06-29,104.02665710449219,104.81001992234656,103.12932126455857,104.63415213834239,5600000
2023-06-30,105.76648712158203,106.5369255225175,104.84917474886011,105.19032428709143,7665000
2023-07-03,106.56787109375,107.44053863727615,105.10025185149996,105.50681487915325,4482500
2023-07-05,104.73521423339844,106.6595400464865,104.48767252522408,106.35637896250536,6920000
2023-07-06,103.11717987060547,104.18685730783362,102.79639542358913,103.84139713412372,7730000
2023-07-07,103.282470703125,104.25892874318849,102.93348435307315,102.93348435307315,6722500
2023-07-10,106.88278198242188,107.0649176739366,103.28599055146039,103.28599055146039,10027500
2023-07-11,109.02018737792969,109.24657951893923,107.07040896973008,107.31716624327632,6952500
2023-07-12,109.21876525878906,110.51091264904784,108.93048584773169,109.8348739721171,7672500
2023-07-13,111.0228500366211,111.74705984332047,110.60845022253388,110.64957643447816,7777500
2023-07-14,112.29149627685547,112.32439724468745,110.76942309676426,111.42470817678586,5965000
