survtype,countryname,yearweek,indicator,age,value
primary care syndromic,Poland,2025-W46,ILIconsultationrate,65+,135.8
primary care syndromic,Poland,2025-W46,ILIconsultationrate,total,210.1
primary care syndromic,Poland,2025-W45,ILIconsultationrate,0-4,1048.5
primary care syndromic,Poland,2025-W45,ILIconsultationrate,15-64,201.7
primary care syndromic,Poland,2025-W45,ILIconsultationrate,5-14,467.3
primary care syndromic,Poland,2025-W45,ILIconsultationrate,65+,148.9
primary care syndromic,Poland,2025-W45,ILIconsultationrate,total,259.0
primary care syndromic,Poland,2025-W44,ILIconsultationrate,0-4,1026.2
primary care syndromic,Poland,2025-W44,ILIconsultationrate,15-64,215.1
primary care syndromic,Poland,2025-W44,ILIconsultationrate,5-14,435.4
primary care syndromic,Poland,2025-W44,ILIconsultationrate,65+,138.5
primary care syndromic,Poland,2025-W44,ILIconsultationrate,total,260.6
primary care syndromic,Poland,2025-W43,ILIconsultationrate,0-4,1363.2
primary care syndromic,Poland,2025-W43,ILIconsultationrate,15-64,280.8
primary care syndromic,Poland,2025-W43,ILIconsultationrate,5-14,550.3
primary care syndromic,Poland,2025-W43,ILIconsultationrate,65+,221.5
primary care syndromic,Poland,2025-W43,ILIconsultationrate,total,347.3
primary care syndromic,Poland,2025-W42,ILIconsultationrate,0-4,1365.2
primary care syndromic,Poland,2025-W42,ILIconsultationrate,15-64,277.6
primary care syndromic,Poland,2025-W42,ILIconsultationrate,5-14,524.3
primary care syndromic,Poland,2025-W42,ILIconsultationrate,65+,220.7
primary care syndromic,Poland,2025-W42,ILIconsultationrate,total,342.4
primary care syndromic,Poland,2025-W41,ILIconsultationrate,0-4,1587.6
primary care syndromic,Poland,2025-W41,ILIconsultationrate,15-64,287.6
primary care syndromic,Poland,2025-W41,ILIconsultationrate,5-14,591.3
primary care syndromic,Poland,2025-W41,ILIconsultationrate,65+,196.3
primary care syndromic,Poland,2025-W41,ILIconsultationrate,total,362.3
primary care syndromic,Poland,2025-W40,ILIconsultationrate,0-4,1695.4
primary care syndromic,Poland,2025-W40,ILIconsultationrate,15-64,508.9
primary care syndromic,Poland,2025-W40,ILIconsultationrate,5-14,751.2
primary care syndromic,Poland,2025-W40,ILIconsultationrate,65+,458.6
primary care syndromic,Poland,2025-W40,ILIconsultationrate,total,580.2
primary care syndromic,Poland,2025-W39,ILIconsultationrate,0-4,1305.4
primary care syndromic,Poland,2025-W39,ILIconsultationrate,15-64,262.6
primary care syndromic,Poland,2025-W39,ILIconsultationrate,5-14,594.1
primary care syndromic,Poland,2025-W39,ILIconsultationrate,65+,170.7
primary care syndromic,Poland,2025-W39,ILIconsultationrate,total,330.4
primary care syndromic,Poland,2025-W38,ILIconsultationrate,0-4,1302.8
primary care syndromic,Poland,2025-W38,ILIconsultationrate,15-64,237.1
primary care syndromic,Poland,2025-W38,ILIconsultationrate,5-14,651.5
primary care syndromic,Poland,2025-W38,ILIconsultationrate,65+,148.4
primary care syndromic,Poland,2025-W38,ILIconsultationrate,total,317.6
primary care syndromic,Poland,2025-W37,ILIconsultationrate,0-4,993.0
primary care syndromic,Poland,2025-W37,ILIconsultationrate,15-64,135.5
primary care syndromic,Poland,2025-W37,ILIconsultationrate,5-14,317.0
primary care syndromic,Poland,2025-W37,ILIconsultationrate,65+,84.4
primary care syndromic,Poland,2025-W37,ILIconsultationrate,total,181.0
primary care syndromic,Poland,2025-W36,ILIconsultationrate,0-4,476.8
primary care syndromic,Poland,2025-W36,ILIconsultationrate,15-64,98.4
primary care syndromic,Poland,2025-W36,ILIconsultationrate,5-14,150.1
primary care syndromic,Poland,2025-W36,ILIconsultationrate,65+,100.4
primary care syndromic,Poland,2025-W36,ILIconsultationrate,total,121.8
primary care syndromic,Poland,2025-W35,ILIconsultationrate,0-4,415.1
primary care syndromic,Poland,2025-W35,ILIconsultationrate,15-64,81.7
primary care syndromic,Poland,2025-W35,ILIconsultationrate,5-14,115.0
primary care syndromic,Poland,2025-W35,ILIconsultationrate,65+,67.7
primary care syndromic,Poland,2025-W35,ILIconsultationrate,total,97.8
primary care syndromic,Poland,2025-W34,ILIconsultationrate,0-4,373.1
primary care syndromic,Poland,2025-W34,ILIconsultationrate,15-64,81.0
primary care syndromic,Poland,2025-W34,ILIconsultationrate,5-14,139.8
primary care syndromic,Poland,2025-W34,ILIconsultationrate,65+,80.6
primary care syndromic,Poland,2025-W34,ILIconsultationrate,total,100.6
primary care syndromic,Poland,2025-W33,ILIconsultationrate,0-4,374.5
primary care syndromic,Poland,2025-W33,ILIconsultationrate,15-64,74.1
primary care syndromic,Poland,2025-W33,ILIconsultationrate,5-14,148.8
primary care syndromic,Poland,2025-W33,ILIconsultationrate,65+,66.0
primary care syndromic,Poland,2025-W33,ILIconsultationrate,total,94.4
primary care syndromic,Poland,2025-W32,ILIconsultationrate,0-4,328.2
primary care syndromic,Poland,2025-W32,ILIconsultationrate,15-64,67.4
primary care syndromic,Poland,2025-W32,ILIconsultationrate,5-14,111.1
primary care syndromic,Poland,2025-W32,ILIconsultationrate,65+,79.3
primary care syndromic,Poland,2025-W32,ILIconsultationrate,total,86.2
primary care syndromic,Poland,2025-W31,ILIconsultationrate,0-4,394.9
primary care syndromic,Poland,2025-W31,ILIconsultationrate,15-64,68.9
primary care syndromic,Poland,2025-W31,ILIconsultationrate,5-14,120.3
primary care syndromic,Poland,2025-W31,ILIconsultationrate,65+,76.8
primary care syndromic,Poland,2025-W31,ILIconsultationrate,total,90.7
primary care syndromic,Poland,2025-W30,ILIconsultationrate,0-4,463.5
primary care syndromic,Poland,2025-W30,ILIconsultationrate,15-64,71.1
primary care syndromic,Poland,2025-W30,ILIconsultationrate,5-14,139.0
primary care syndromic,Poland,2025-W30,ILIconsultationrate,65+,65.4
primary care syndromic,Poland,2025-W30,ILIconsultationrate,total,94.8
primary care syndromic,Poland,2025-W29,ILIconsultationrate,0-4,494.8
primary care syndromic,Poland,2025-W29,ILIconsultationrate,15-64,71.6
primary care syndromic,Poland,2025-W29,ILIconsultationrate,5-14,127.7
primary care syndromic,Poland,2025-W29,ILIconsultationrate,65+,61.1
primary care syndromic,Poland,2025-W29,ILIconsultationrate,total,94.6
primary care syndromic,Poland,2025-W28,ILIconsultationrate,0-4,574.8
primary care syndromic,Poland,2025-W28,ILIconsultationrate,15-64,85.4
primary care syndromic,Poland,2025-W28,ILIconsultationrate,5-14,214.9
primary care syndromic,Poland,2025-W28,ILIconsultationrate,65+,92.4
primary care syndromic,Poland,2025-W28,ILIconsultationrate,total,123.2
primary care syndromic,Poland,2025-W27,ILIconsultationrate,0-4,617.9
primary care syndromic,Poland,2025-W27,ILIconsultationrate,15-64,87.1
primary care syndromic,Poland,2025-W27,ILIconsultationrate,5-14,190.8
primary care syndromic,Poland,2025-W27,ILIconsultationrate,65+,84.5
primary care syndromic,Poland,2025-W27,ILIconsultationrate,total,121.7
primary care syndromic,Poland,2025-W26,ILIconsultationrate,0-4,708.3
primary care syndromic,Poland,2025-W26,ILIconsultationrate,15-64,100.0
primary care syndromic,Poland,2025-W26,ILIconsultationrate,5-14,244.8
primary care syndromic,Poland,2025-W26,ILIconsultationrate,65+,103.4
primary care syndromic,Poland,2025-W26,ILIconsultationrate,total,144.1
primary care syndromic,Poland,2025-W25,ILIconsultationrate,0-4,778.9
primary care syndromic,Poland,2025-W25,ILIconsultationrate,15-64,97.7
primary care syndromic,Poland,2025-W25,ILIconsultationrate,5-14,245.1
primary care syndromic,Poland,2025-W25,ILIconsultationrate,65+,82.8
primary care syndromic,Poland,2025-W25,ILIconsultationrate,total,141.7
primary care syndromic,Poland,2025-W24,ILIconsultationrate,0-4,962.4
primary care syndromic,Poland,2025-W24,ILIconsultationrate,15-64,119.1
primary care syndromic,Poland,2025-W24,ILIconsultationrate,5-14,315.9
primary care syndromic,Poland,2025-W24,ILIconsultationrate,65+,128.5
primary care syndromic,Poland,2025-W24,ILIconsultationrate,total,179.9
primary care syndromic,Poland,2025-W23,ILIconsultationrate,0-4,1015.7
primary care syndromic,Poland,2025-W23,ILIconsultationrate,15-64,133.1
primary care syndromic,Poland,2025-W23,ILIconsultationrate,5-14,370.5
primary care syndromic,Poland,2025-W23,ILIconsultationrate,65+,118.7
primary care syndromic,Poland,2025-W23,ILIconsultationrate,total,196.4
primary care syndromic,Poland,2025-W22,ILIconsultationrate,0-4,896.3
primary care syndromic,Poland,2025-W22,ILIconsultationrate,15-64,133.6
primary care syndromic,Poland,2025-W22,ILIconsultationrate,5-14,356.2
primary care syndromic,Poland,2025-W22,ILIconsultationrate,65+,119.0
primary care syndromic,Poland,2025-W22,ILIconsultationrate,total,187.9
primary care syndromic,Poland,2025-W21,ILIconsultationrate,0-4,961.8
primary care syndromic,Poland,2025-W21,ILIconsultationrate,15-64,138.7
primary care syndromic,Poland,2025-W21,ILIconsultationrate,5-14,307.2
primary care syndromic,Poland,2025-W21,ILIconsultationrate,65+,131.4
primary care syndromic,Poland,2025-W21,ILIconsultationrate,total,191.9
primary care syndromic,Poland,2025-W20,ILIconsultationrate,0-4,939.2
primary care syndromic,Poland,2025-W20,ILIconsultationrate,15-64,138.0
primary care syndromic,Poland,2025-W20,ILIconsultationrate,5-14,323.0
primary care syndromic,Poland,2025-W20,ILIconsultationrate,65+,125.3
primary care syndromic,Poland,2025-W20,ILIconsultationrate,total,191.8
primary care syndromic,Poland,2025-W19,ILIconsultationrate,0-4,840.1
primary care syndromic,Poland,2025-W19,ILIconsultationrate,15-64,124.4
primary care syndromic,Poland,2025-W19,ILIconsultationrate,5-14,284.9
primary care syndromic,Poland,2025-W19,ILIconsultationrate,65+,123.6
primary care syndromic,Poland,2025-W19,ILIconsultationrate,total,173.4
primary care syndromic,Poland,2025-W18,ILIconsultationrate,0-4,733.5
primary care syndromic,Poland,2025-W18,ILIconsultationrate,15-64,89.1
primary care syndromic,Poland,2025-W18,ILIconsultationrate,5-14,248.8
primary care syndromic,Poland,2025-W18,ILIconsultationrate,65+,107.2
primary care syndromic,Poland,2025-W18,ILIconsultationrate,total,138.7
primary care syndromic,Poland,2025-W17,ILIconsultationrate,0-4,802.3
primary care syndromic,Poland,2025-W17,ILIconsultationrate,15-64,144.9
primary care syndromic,Poland,2025-W17,ILIconsultationrate,5-14,303.0
primary care syndromic,Poland,2025-W17,ILIconsultationrate,65+,144.2
primary care syndromic,Poland,2025-W17,ILIconsultationrate,total,191.4
primary care syndromic,Poland,2025-W16,ILIconsultationrate,0-4,1083.4
primary care syndromic,Poland,2025-W16,ILIconsultationrate,15-64,179.5
primary care syndromic,Poland,2025-W16,ILIconsultationrate,5-14,470.7
primary care syndromic,Poland,2025-W16,ILIconsultationrate,65+,166.1
primary care syndromic,Poland,2025-W16,ILIconsultationrate,total,249.7
primary care syndromic,Poland,2025-W15,ILIconsultationrate,0-4,1348.7
primary care syndromic,Poland,2025-W15,ILIconsultationrate,15-64,219.9
primary care syndromic,Poland,2025-W15,ILIconsultationrate,5-14,639.9
primary care syndromic,Poland,2025-W15,ILIconsultationrate,65+,166.0
primary care syndromic,Poland,2025-W15,ILIconsultationrate,total,306.4
primary care syndromic,Poland,2025-W14,ILIconsultationrate,0-4,1171.5
primary care syndromic,Poland,2025-W14,ILIconsultationrate,15-64,212.7
primary care syndromic,Poland,2025-W14,ILIconsultationrate,5-14,658.4
primary care syndromic,Poland,2025-W14,ILIconsultationrate,65+,167.9
primary care syndromic,Poland,2025-W14,ILIconsultationrate,total,296.3
primary care syndromic,Poland,2025-W13,ILIconsultationrate,0-4,1740.6
primary care syndromic,Poland,2025-W13,ILIconsultationrate,15-64,300.5
primary care syndromic,Poland,2025-W13,ILIconsultationrate,5-14,934.4
primary care syndromic,Poland,2025-W13,ILIconsultationrate,65+,230.4
primary care syndromic,Poland,2025-W13,ILIconsultationrate,total,419.9
primary care syndromic,Poland,2025-W12,ILIconsultationrate,0-4,1772.9
primary care syndromic,Poland,2025-W12,ILIconsultationrate,15-64,333.2
primary care syndromic,Poland,2025-W12,ILIconsultationrate,5-14,976.3
primary care syndromic,Poland,2025-W12,ILIconsultationrate,65+,243.4
primary care syndromic,Poland,2025-W12,ILIconsultationrate,total,451.3
primary care syndromic,Poland,2025-W11,ILIconsultationrate,0-4,1880.7
primary care syndromic,Poland,2025-W11,ILIconsultationrate,15-64,370.3
primary care syndromic,Poland,2025-W11,ILIconsultationrate,5-14,1116.2
primary care syndromic,Poland,2025-W11,ILIconsultationrate,65+,288.4
primary care syndromic,Poland,2025-W11,ILIconsultationrate,total,507.7
primary care syndromic,Poland,2025-W10,ILIconsultationrate,0-4,1742.4
primary care syndromic,Poland,2025-W10,ILIconsultationrate,15-64,378.4
primary care syndromic,Poland,2025-W10,ILIconsultationrate,5-14,1842.1
primary care syndromic,Poland,2025-W10,ILIconsultationrate,65+,263.4
primary care syndromic,Poland,2025-W10,ILIconsultationrate,total,585.6
primary care syndromic,Poland,2025-W09,ILIconsultationrate,0-4,1979.0
primary care syndromic,Poland,2025-W09,ILIconsultationrate,15-64,448.7
primary care syndromic,Poland,2025-W09,ILIconsultationrate,5-14,1427.1
primary care syndromic,Poland,2025-W09,ILIconsultationrate,65+,302.9
primary care syndromic,Poland,2025-W09,ILIconsultationrate,total,602.1
primary care syndromic,Poland,2025-W08,ILIconsultationrate,0-4,2229.0
primary care syndromic,Poland,2025-W08,ILIconsultationrate,15-64,468.0
primary care syndromic,Poland,2025-W08,ILIconsultationrate,5-14,1601.4
primary care syndromic,Poland,2025-W08,ILIconsultationrate,65+,281.5
primary care syndromic,Poland,2025-W08,ILIconsultationrate,total,641.8
primary care syndromic,Poland,2025-W07,ILIconsultationrate,0-4,2284.3
primary care syndromic,Poland,2025-W07,ILIconsultationrate,15-64,443.9
primary care syndromic,Poland,2025-W07,ILIconsultationrate,5-14,1336.3
primary care syndromic,Poland,2025-W07,ILIconsultationrate,65+,309.4
primary care syndromic,Poland,2025-W07,ILIconsultationrate,total,599.5
primary care syndromic,Poland,2025-W06,ILIconsultationrate,0-4,2169.5
primary care syndromic,Poland,2025-W06,ILIconsultationrate,15-64,454.8
primary care syndromic,Poland,2025-W06,ILIconsultationrate,5-14,1232.3
primary care syndromic,Poland,2025-W06,ILIconsultationrate,65+,356.8
primary care syndromic,Poland,2025-W06,ILIconsultationrate,total,600.9
primary care syndromic,Poland,2025-W05,ILIconsultationrate,0-4,2133.8
primary care syndromic,Poland,2025-W05,ILIconsultationrate,15-64,501.6
primary care syndromic,Poland,2025-W05,ILIconsultationrate,5-14,1455.1
primary care syndromic,Poland,2025-W05,ILIconsultationrate,65+,362.1
primary care syndromic,Poland,2025-W05,ILIconsultationrate,total,662.1
primary care syndromic,Poland,2025-W04,ILIconsultationrate,0-4,2434.0
primary care syndromic,Poland,2025-W04,ILIconsultationrate,15-64,492.4
primary care syndromic,Poland,2025-W04,ILIconsultationrate,5-14,1643.0
primary care syndromic,Poland,2025-W04,ILIconsultationrate,65+,329.1
primary care syndromic,Poland,2025-W04,ILIconsultationrate,total,683.4
primary care syndromic,Poland,2025-W03,ILIconsultationrate,0-4,1851.1
primary care syndromic,Poland,2025-W03,ILIconsultationrate,15-64,383.9
primary care syndromic,Poland,2025-W03,ILIconsultationrate,5-14,1138.3
primary care syndromic,Poland,2025-W03,ILIconsultationrate,65+,311.8
primary care syndromic,Poland,2025-W03,ILIconsultationrate,total,523.3
primary care syndromic,Poland,2025-W02,ILIconsultationrate,0-4,1258.1
primary care syndromic,Poland,2025-W02,ILIconsultationrate,15-64,328.0
primary care syndromic,Poland,2025-W02,ILIconsultationrate,5-14,587.7
primary care syndromic,Poland,2025-W02,ILIconsultationrate,65+,745.0
primary care syndromic,Poland,2025-W02,ILIconsultationrate,total,481.7
primary care syndromic,Poland,2025-W01,ILIconsultationrate,0-4,1471.2
primary care syndromic,Poland,2025-W01,ILIconsultationrate,15-64,290.0
primary care syndromic,Poland,2025-W01,ILIconsultationrate,5-14,522.3
primary care syndromic,Poland,2025-W01,ILIconsultationrate,65+,267.5
primary care syndromic,Poland,2025-W01,ILIconsultationrate,total,369.1
primary care syndromic,Poland,2024-W52,ILIconsultationrate,0-4,1747.1
primary care syndromic,Poland,2024-W52,ILIconsultationrate,15-64,245.5
primary care syndromic,Poland,2024-W52,ILIconsultationrate,5-14,875.0
primary care syndromic,Poland,2024-W52,ILIconsultationrate,65+,191.5
primary care syndromic,Poland,2024-W52,ILIconsultationrate,total,377.6
primary care syndromic,Poland,2024-W51,ILIconsultationrate,0-4,2352.0
primary care syndromic,Poland,2024-W51,ILIconsultationrate,15-64,487.9
primary care syndromic,Poland,2024-W51,ILIconsultationrate,5-14,1195.2
primary care syndromic,Poland,2024-W51,ILIconsultationrate,65+,280.7
primary care syndromic,Poland,2024-W51,ILIconsultationrate,total,611.7
primary care syndromic,Poland,2024-W50,ILIconsultationrate,0-4,2407.1
primary care syndromic,Poland,2024-W50,ILIconsultationrate,15-64,338.1
primary care syndromic,Poland,2024-W50,ILIconsultationrate,5-14,1168.9
primary care syndromic,Poland,2024-W50,ILIconsultationrate,65+,237.1
primary care syndromic,Poland,2024-W50,ILIconsultationrate,total,507.0
primary care syndromic,Poland,2024-W49,ILIconsultationrate,0-4,1876.4
primary care syndromic,Poland,2024-W49,ILIconsultationrate,15-64,287.7
primary care syndromic,Poland,2024-W49,ILIconsultationrate,5-14,937.3
primary care syndromic,Poland,2024-W49,ILIconsultationrate,65+,210.3
primary care syndromic,Poland,2024-W49,ILIconsultationrate,total,420.7
primary care syndromic,Poland,2024-W48,ILIconsultationrate,0-4,2716.0
primary care syndromic,Poland,2024-W48,ILIconsultationrate,15-64,247.9
primary care syndromic,Poland,2024-W48,ILIconsultationrate,5-14,810.2
primary care syndromic,Poland,2024-W48,ILIconsultationrate,65+,187.4
primary care syndromic,Poland,2024-W48,ILIconsultationrate,total,413.7
primary care syndromic,Poland,2024-W47,ILIconsultationrate,0-4,1786.5
primary care syndromic,Poland,2024-W47,ILIconsultationrate,15-64,269.7
