Meldungen,Saison,Erkrankung,Altersgruppe,Region,Kalenderwoche,Inzidenz
7296,2022/23,ILI,15+,Bundesweit,2023-W19,834
8839,2022/23,ILI,00+,Bundesweit,2023-W19,1191
1543,2022/23,ILI,0-14,Bundesweit,2023-W19,3408
333,2022/23,ARE,0-4,Bundesweit,2023-W20,15216
1238,2022/23,ARE,5-14,Bundesweit,2023-W20,8285
1175,2022/23,ARE,15-34,Bundesweit,2023-W20,6569
3795,2022/23,ARE,35-59,Bundesweit,2023-W20,5314
2272,2022/23,ARE,60+,Bundesweit,2023-W20,2961
2447,2022/23,ARE,00+,Sueden,2023-W20,5983
3099,2022/23,ARE,00+,Mitte (West),2023-W20,5804
1655,2022/23,ARE,00+,Norden (West),2023-W20,4926
1612,2022/23,ARE,00+,Osten,2023-W20,5520
7242,2022/23,ARE,15+,Bundesweit,2023-W20,4841
8813,2022/23,ARE,00+,Bundesweit,2023-W20,5637
1571,2022/23,ARE,0-14,Bundesweit,2023-W20,10534
333,2022/23,ILI,0-4,Bundesweit,2023-W20,5023
1238,2022/23,ILI,5-14,Bundesweit,2023-W20,2172
1175,2022/23,ILI,15-34,Bundesweit,2023-W20,948
3795,2022/23,ILI,35-59,Bundesweit,2023-W20,729
2272,2022/23,ILI,60+,Bundesweit,2023-W20,718
2447,2022/23,ILI,00+,Sueden,2023-W20,723
3099,2022/23,ILI,00+,Mitte (West),2023-W20,1309
1655,2022/23,ILI,00+,Norden (West),2023-W20,1039
1612,2022/23,ILI,00+,Osten,2023-W20,1373
7242,2022/23,ILI,15+,Bundesweit,2023-W20,784
8813,2022/23,ILI,00+,Bundesweit,2023-W20,1107
1571,2022/23,ILI,0-14,Bundesweit,2023-W20,3097
321,2022/23,ARE,0-4,Bundesweit,2023-W21,12025
1215,2022/23,ARE,5-14,Bundesweit,2023-W21,7032
1139,2022/23,ARE,15-34,Bundesweit,2023-W21,4885
3735,2022/23,ARE,35-59,Bundesweit,2023-W21,4482
2276,2022/23,ARE,60+,Bundesweit,2023-W21,2292
2413,2022/23,ARE,00+,Sueden,2023-W21,4668
3061,2022/23,ARE,00+,Mitte (West),2023-W21,4303
1637,2022/23,ARE,00+,Norden (West),2023-W21,4894
1575,2022/23,ARE,00+,Osten,2023-W21,4285
7150,2022/23,ARE,15+,Bundesweit,2023-W21,3838
8686,2022/23,ARE,00+,Bundesweit,2023-W21,4512
1536,2022/23,ARE,0-14,Bundesweit,2023-W21,8652
321,2022/23,ILI,0-4,Bundesweit,2023-W21,5703
1215,2022/23,ILI,5-14,Bundesweit,2023-W21,1068
1139,2022/23,ILI,15-34,Bundesweit,2023-W21,1064
3735,2022/23,ILI,35-59,Bundesweit,2023-W21,985
2276,2022/23,ILI,60+,Bundesweit,2023-W21,489
2413,2022/23,ILI,00+,Sueden,2023-W21,1227
3061,2022/23,ILI,00+,Mitte (West),2023-W21,985
1637,2022/23,ILI,00+,Norden (West),2023-W21,1022
1575,2022/23,ILI,00+,Osten,2023-W21,1093
7150,2022/23,ILI,15+,Bundesweit,2023-W21,836
8686,2022/23,ILI,00+,Bundesweit,2023-W21,1079
1536,2022/23,ILI,0-14,Bundesweit,2023-W21,2571
317,2022/23,ARE,0-4,Bundesweit,2023-W22,11711
1201,2022/23,ARE,5-14,Bundesweit,2023-W22,6414
1142,2022/23,ARE,15-34,Bundesweit,2023-W22,5295
3726,2022/23,ARE,35-59,Bundesweit,2023-W22,4016
2250,2022/23,ARE,60+,Bundesweit,2023-W22,2948
2390,2022/23,ARE,00+,Sueden,2023-W22,4438
3062,2022/23,ARE,00+,Mitte (West),2023-W22,4507
1618,2022/23,ARE,00+,Norden (West),2023-W22,4987
1566,2022/23,ARE,00+,Osten,2023-W22,4460
7118,2022/23,ARE,15+,Bundesweit,2023-W22,3992
8636,2022/23,ARE,00+,Bundesweit,2023-W22,4569
1518,2022/23,ARE,0-14,Bundesweit,2023-W22,8130
317,2022/23,ILI,0-4,Bundesweit,2023-W22,2762
1201,2022/23,ILI,5-14,Bundesweit,2023-W22,2397
1142,2022/23,ILI,15-34,Bundesweit,2023-W22,941
3726,2022/23,ILI,35-59,Bundesweit,2023-W22,542
2250,2022/23,ILI,60+,Bundesweit,2023-W22,678
2390,2022/23,ILI,00+,Sueden,2023-W22,892
3062,2022/23,ILI,00+,Mitte (West),2023-W22,1101
1618,2022/23,ILI,00+,Norden (West),2023-W22,992
1566,2022/23,ILI,00+,Osten,2023-W22,697
7118,2022/23,ILI,15+,Bundesweit,2023-W22,695
8636,2022/23,ILI,00+,Bundesweit,2023-W22,949
1518,2022/23,ILI,0-14,Bundesweit,2023-W22,2515
321,2022/23,ARE,0-4,Bundesweit,2023-W23,11390
1178,2022/23,ARE,5-14,Bundesweit,2023-W23,3831
1134,2022/23,ARE,15-34,Bundesweit,2023-W23,4355
3715,2022/23,ARE,35-59,Bundesweit,2023-W23,3118
2267,2022/23,ARE,60+,Bundesweit,2023-W23,1818
2394,2022/23,ARE,00+,Sueden,2023-W23,3061
3024,2022/23,ARE,00+,Mitte (West),2023-W23,3810
1612,2022/23,ARE,00+,Norden (West),2023-W23,3345
1585,2022/23,ARE,00+,Osten,2023-W23,3518
7116,2022/23,ARE,15+,Bundesweit,2023-W23,3003
8615,2022/23,ARE,00+,Bundesweit,2023-W23,3461
1499,2022/23,ARE,0-14,Bundesweit,2023-W23,6296
321,2022/23,ILI,0-4,Bundesweit,2023-W23,2845
1178,2022/23,ILI,5-14,Bundesweit,2023-W23,958
1134,2022/23,ILI,15-34,Bundesweit,2023-W23,841
3715,2022/23,ILI,35-59,Bundesweit,2023-W23,618
2267,2022/23,ILI,60+,Bundesweit,2023-W23,496
2394,2022/23,ILI,00+,Sueden,2023-W23,652
3024,2022/23,ILI,00+,Mitte (West),2023-W23,690
1612,2022/23,ILI,00+,Norden (West),2023-W23,787
1585,2022/23,ILI,00+,Osten,2023-W23,1063
7116,2022/23,ILI,15+,Bundesweit,2023-W23,636
8615,2022/23,ILI,00+,Bundesweit,2023-W23,766
1499,2022/23,ILI,0-14,Bundesweit,2023-W23,1573
320,2022/23,ARE,0-4,Bundesweit,2023-W24,8452
1193,2022/23,ARE,5-14,Bundesweit,2023-W24,4473
1155,2022/23,ARE,15-34,Bundesweit,2023-W24,3055
3734,2022/23,ARE,35-59,Bundesweit,2023-W24,2523
2283,2022/23,ARE,60+,Bundesweit,2023-W24,2096
2410,2022/23,ARE,00+,Sueden,2023-W24,2143
3049,2022/23,ARE,00+,Mitte (West),2023-W24,2902
1621,2022/23,ARE,00+,Norden (West),2023-W24,3743
1605,2022/23,ARE,00+,Osten,2023-W24,3577
7172,2022/23,ARE,15+,Bundesweit,2023-W24,2519
8685,2022/23,ARE,00+,Bundesweit,2023-W24,2973
1513,2022/23,ARE,0-14,Bundesweit,2023-W24,5758
320,2022/23,ILI,0-4,Bundesweit,2023-W24,1526
1193,2022/23,ILI,5-14,Bundesweit,2023-W24,1508
1155,2022/23,ILI,15-34,Bundesweit,2023-W24,155
3734,2022/23,ILI,35-59,Bundesweit,2023-W24,339
2283,2022/23,ILI,60+,Bundesweit,2023-W24,252
2410,2022/23,ILI,00+,Sueden,2023-W24,400
3049,2022/23,ILI,00+,Mitte (West),2023-W24,264
1621,2022/23,ILI,00+,Norden (West),2023-W24,422
1605,2022/23,ILI,00+,Osten,2023-W24,830
7172,2022/23,ILI,15+,Bundesweit,2023-W24,260
8685,2022/23,ILI,00+,Bundesweit,2023-W24,436
1513,2022/23,ILI,0-14,Bundesweit,2023-W24,1514
331,2022/23,ARE,0-4,Bundesweit,2023-W25,9574
1190,2022/23,ARE,5-14,Bundesweit,2023-W25,5081
1150,2022/23,ARE,15-34,Bundesweit,2023-W25,2270
3730,2022/23,ARE,35-59,Bundesweit,2023-W25,2191
2282,2022/23,ARE,60+,Bundesweit,2023-W25,1662
2433,2022/23,ARE,00+,Sueden,2023-W25,2587
3025,2022/23,ARE,00+,Mitte (West),2023-W25,2218
1622,2022/23,ARE,00+,Norden (West),2023-W25,3731
1603,2022/23,ARE,00+,Osten,2023-W25,2557
7162,2022/23,ARE,15+,Bundesweit,2023-W25,2031
8683,2022/23,ARE,00+,Bundesweit,2023-W25,2666
1521,2022/23,ARE,0-14,Bundesweit,2023-W25,6546
331,2022/23,ILI,0-4,Bundesweit,2023-W25,4301
1190,2022/23,ILI,5-14,Bundesweit,2023-W25,1648
1150,2022/23,ILI,15-34,Bundesweit,2023-W25,319
3730,2022/23,ILI,35-59,Bundesweit,2023-W25,335
2282,2022/23,ILI,60+,Bundesweit,2023-W25,336
2433,2022/23,ILI,00+,Sueden,2023-W25,616
3025,2022/23,ILI,00+,Mitte (West),2023-W25,433
1622,2022/23,ILI,00+,Norden (West),2023-W25,948
1603,2022/23,ILI,00+,Osten,2023-W25,745
7162,2022/23,ILI,15+,Bundesweit,2023-W25,331
8683,2022/23,ILI,00+,Bundesweit,2023-W25,638
1521,2022/23,ILI,0-14,Bundesweit,2023-W25,2513
326,2022/23,ARE,0-4,Bundesweit,2023-W26,12019
1174,2022/23,ARE,5-14,Bundesweit,2023-W26,5404
1133,2022/23,ARE,15-34,Bundesweit,2023-W26,2644
3701,2022/23,ARE,35-59,Bundesweit,2023-W26,2828
2269,2022/23,ARE,60+,Bundesweit,2023-W26,1662
2437,2022/23,ARE,00+,Sueden,2023-W26,3130
3013,2022/23,ARE,00+,Mitte (West),2023-W26,2547
1575,2022/23,ARE,00+,Norden (West),2023-W26,3410
1578,2022/23,ARE,00+,Osten,2023-W26,3806
7103,2022/23,ARE,15+,Bundesweit,2023-W26,2380
8603,2022/23,ARE,00+,Bundesweit,2023-W26,3101
1500,2022/23,ARE,0-14,Bundesweit,2023-W26,7534
326,2022/23,ILI,0-4,Bundesweit,2023-W26,2793
1174,2022/23,ILI,5-14,Bundesweit,2023-W26,1353
1133,2022/23,ILI,15-34,Bundesweit,2023-W26,453
3701,2022/23,ILI,35-59,Bundesweit,2023-W26,208
2269,2022/23,ILI,60+,Bundesweit,2023-W26,517
2437,2022/23,ILI,00+,Sueden,2023-W26,739
3013,2022/23,ILI,00+,Mitte (West),2023-W26,343
1575,2022/23,ILI,00+,Norden (West),2023-W26,554
1578,2022/23,ILI,00+,Osten,2023-W26,813
7103,2022/23,ILI,15+,Bundesweit,2023-W26,379
8603,2022/23,ILI,00+,Bundesweit,2023-W26,580
1500,2022/23,ILI,0-14,Bundesweit,2023-W26,1817
325,2022/23,ARE,0-4,Bundesweit,2023-W27,8875
1151,2022/23,ARE,5-14,Bundesweit,2023-W27,4999
1120,2022/23,ARE,15-34,Bundesweit,2023-W27,2540
3665,2022/23,ARE,35-59,Bundesweit,2023-W27,2990
2270,2022/23,ARE,60+,Bundesweit,2023-W27,1522
2421,2022/23,ARE,00+,Sueden,2023-W27,2633
3004,2022/23,ARE,00+,Mitte (West),2023-W27,2939
1567,2022/23,ARE,00+,Norden (West),2023-W27,2650
1539,2022/23,ARE,00+,Osten,2023-W27,3582
7055,2022/23,ARE,15+,Bundesweit,2023-W27,2368
8531,2022/23,ARE,00+,Bundesweit,2023-W27,2915
1476,2022/23,ARE,0-14,Bundesweit,2023-W27,6260
325,2022/23,ILI,0-4,Bundesweit,2023-W27,2910
1151,2022/23,ILI,5-14,Bundesweit,2023-W27,1933
1120,2022/23,ILI,15-34,Bundesweit,2023-W27,675
3665,2022/23,ILI,35-59,Bundesweit,2023-W27,716
2270,2022/23,ILI,60+,Bundesweit,2023-W27,359
2421,2022/23,ILI,00+,Sueden,2023-W27,723
3004,2022/23,ILI,00+,Mitte (West),2023-W27,766
1567,2022/23,ILI,00+,Norden (West),2023-W27,730
1539,2022/23,ILI,00+,Osten,2023-W27,1155
7055,2022/23,ILI,15+,Bundesweit,2023-W27,583
8531,2022/23,ILI,00+,Bundesweit,2023-W27,817
1476,2022/23,ILI,0-14,Bundesweit,2023-W27,2251
318,2022/23,ARE,0-4,Bundesweit,2023-W28,11440
1131,2022/23,ARE,5-14,Bundesweit,2023-W28,5781
1106,2022/23,ARE,15-34,Bundesweit,2023-W28,4568
3596,2022/23,ARE,35-59,Bundesweit,2023-W28,2685
2250,2022/23,ARE,60+,Bundesweit,2023-W28,1433
2397,2022/23,ARE,00+,Sueden,2023-W28,3947
2942,2022/23,ARE,00+,Mitte (West),2023-W28,2758
1539,2022/23,ARE,00+,Norden (West),2023-W28,3949
1523,2022/23,ARE,00+,Osten,2023-W28,3459
6952,2022/23,ARE,15+,Bundesweit,2023-W28,2760
8401,2022/23,ARE,00+,Bundesweit,2023-W28,3443
1449,2022/23,ARE,0-14,Bundesweit,2023-W28,7624
318,2022/23,ILI,0-4,Bundesweit,2023-W28,3017
1131,2022/23,ILI,5-14,Bundesweit,2023-W28,1788
1106,2022/23,ILI,15-34,Bundesweit,2023-W28,824
3596,2022/23,ILI,35-59,Bundesweit,2023-W28,502
2250,2022/23,ILI,60+,Bundesweit,2023-W28,409
2397,2022/23,ILI,00+,Sueden,2023-W28,736
2942,2022/23,ILI,00+,Mitte (West),2023-W28,816
1539,2022/23,ILI,00+,Norden (West),2023-W28,910
1523,2022/23,ILI,00+,Osten,2023-W28,678
6952,2022/23,ILI,15+,Bundesweit,2023-W28,556
8401,2022/23,ILI,00+,Bundesweit,2023-W28,785
1449,2022/23,ILI,0-14,Bundesweit,2023-W28,2188
302,2022/23,ARE,0-4,Bundesweit,2023-W29,10340
1118,2022/23,ARE,5-14,Bundesweit,2023-W29,5161
1075,2022/23,ARE,15-34,Bundesweit,2023-W29,3673
3564,2022/23,ARE,35-59,Bundesweit,2023-W29,2809
2184,2022/23,ARE,60+,Bundesweit,2023-W29,1417
2319,2022/23,ARE,00+,Sueden,2023-W29,4113
2931,2022/23,ARE,00+,Mitte (West),2023-W29,2431
1509,2022/23,ARE,00+,Norden (West),2023-W29,3322
1484,2022/23,ARE,00+,Osten,2023-W29,2930
6823,2022/23,ARE,15+,Bundesweit,2023-W29,2563
8243,2022/23,ARE,00+,Bundesweit,2023-W29,3157
1420,2022/23,ARE,0-14,Bundesweit,2023-W29,6818
302,2022/23,ILI,0-4,Bundesweit,2023-W29,4015
1118,2022/23,ILI,5-14,Bundesweit,2023-W29,1637
1075,2022/23,ILI,15-34,Bundesweit,2023-W29,726
3564,2022/23,ILI,35-59,Bundesweit,2023-W29,742
2184,2022/23,ILI,60+,Bundesweit,2023-W29,339
2319,2022/23,ILI,00+,Sueden,2023-W29,1065
2931,2022/23,ILI,00+,Mitte (West),2023-W29,622
1509,2022/23,ILI,00+,Norden (West),2023-W29,826
1484,2022/23,ILI,00+,Osten,2023-W29,992
6823,2022/23,ILI,15+,Bundesweit,2023-W29,599
8243,2022/23,ILI,00+,Bundesweit,2023-W29,851
1420,2022/23,ILI,0-14,Bundesweit,2023-W29,2398
311,2022/23,ARE,0-4,Bundesweit,2023-W30,8289
1145,2022/23,ARE,5-14,Bundesweit,2023-W30,4251
1106,2022/23,ARE,15-34,Bundesweit,2023-W30,4089
3645,2022/23,ARE,35-59,Bundesweit,2023-W30,2453
2218,2022/23,ARE,60+,Bundesweit,2023-W30,2146
2358,2022/23,ARE,00+,Sueden,2023-W30,3772
2988,2022/23,ARE,00+,Mitte (West),2023-W30,2945
1542,2022/23,ARE,00+,Norden (West),2023-W30,3393
1537,2022/23,ARE,00+,Osten,2023-W30,2476
6969,2022/23,ARE,15+,Bundesweit,2023-W30,2784
8425,2022/23,ARE,00+,Bundesweit,2023-W30,3173
1456,2022/23,ARE,0-14,Bundesweit,2023-W30,5557
311,2022/23,ILI,0-4,Bundesweit,2023-W30,1872
1145,2022/23,ILI,5-14,Bundesweit,2023-W30,1329
1106,2022/23,ILI,15-34,Bundesweit,2023-W30,1012
3645,2022/23,ILI,35-59,Bundesweit,2023-W30,504
2218,2022/23,ILI,60+,Bundesweit,2023-W30,584
2358,2022/23,ILI,00+,Sueden,2023-W30,1035
2988,2022/23,ILI,00+,Mitte (West),2023-W30,662
1542,2022/23,ILI,00+,Norden (West),2023-W30,568
1537,2022/23,ILI,00+,Osten,2023-W30,856
6969,2022/23,ILI,15+,Bundesweit,2023-W30,667
8425,2022/23,ILI,00+,Bundesweit,2023-W30,785
1456,2022/23,ILI,0-14,Bundesweit,2023-W30,1505
326,2022/23,ARE,0-4,Bundesweit,2023-W31,8714
1188,2022/23,ARE,5-14,Bundesweit,2023-W31,4750
1115,2022/23,ARE,15-34,Bundesweit,2023-W31,3619
3732,2022/23,ARE,35-59,Bundesweit,2023-W31,3287
2246,2022/23,ARE,60+,Bundesweit,2023-W31,2497
2396,2022/23,ARE,00+,Sueden,2023-W31,4292
3020,2022/23,ARE,00+,Mitte (West),2023-W31,3818
1583,2022/23,ARE,00+,Norden (West),2023-W31,3163
1608,2022/23,ARE,00+,Osten,2023-W31,2149
7093,2022/23,ARE,15+,Bundesweit,2023-W31,3105
8607,2022/23,ARE,00+,Bundesweit,2023-W31,3518
1514,2022/23,ARE,0-14,Bundesweit,2023-W31,6034
326,2022/23,ILI,0-4,Bundesweit,2023-W31,3896
1188,2022/23,ILI,5-14,Bundesweit,2023-W31,1314
1115,2022/23,ILI,15-34,Bundesweit,2023-W31,613
3732,2022/23,ILI,35-59,Bundesweit,2023-W31,506
2246,2022/23,ILI,60+,Bundesweit,2023-W31,642
2396,2022/23,ILI,00+,Sueden,2023-W31,907
3020,2022/23,ILI,00+,Mitte (West),2023-W31,972
1583,2022/23,ILI,00+,Norden (West),2023-W31,754
1608,2022/23,ILI,00+,Osten,2023-W31,375
7093,2022/23,ILI,15+,Bundesweit,2023-W31,581
8607,2022/23,ILI,00+,Bundesweit,2023-W31,802
1514,2022/23,ILI,0-14,Bundesweit,2023-W31,2150
336,2022/23,ARE,0-4,Bundesweit,2023-W32,14546
1205,2022/23,ARE,5-14,Bundesweit,2023-W32,3697
1130,2022/23,ARE,15-34,Bundesweit,2023-W32,4732
3766,2022/23,ARE,35-59,Bundesweit,2023-W32,3916
2292,2022/23,ARE,60+,Bundesweit,2023-W32,2641
2387,2022/23,ARE,00+,Sueden,2023-W32,4865
3102,2022/23,ARE,00+,Mitte (West),2023-W32,4477
1616,2022/23,ARE,00+,Norden (West),2023-W32,3098
1624,2022/23,ARE,00+,Osten,2023-W32,3750
7188,2022/23,ARE,15+,Bundesweit,2023-W32,3697
8729,2022/23,ARE,00+,Bundesweit,2023-W32,4193
1541,2022/23,ARE,0-14,Bundesweit,2023-W32,7217
336,2022/23,ILI,0-4,Bundesweit,2023-W32,4909
1205,2022/23,ILI,5-14,Bundesweit,2023-W32,1102
1130,2022/23,ILI,15-34,Bundesweit,2023-W32,770
3766,2022/23,ILI,35-59,Bundesweit,2023-W32,863
2292,2022/23,ILI,60+,Bundesweit,2023-W32,364
2387,2022/23,ILI,00+,Sueden,2023-W32,915
3102,2022/23,ILI,00+,Mitte (West),2023-W32,931
1616,2022/23,ILI,00+,Norden (West),2023-W32,1017
1624,2022/23,ILI,00+,Osten,2023-W32,713
7188,2022/23,ILI,15+,Bundesweit,2023-W32,667
8729,2022/23,ILI,00+,Bundesweit,2023-W32,902
1541,2022/23,ILI,0-14,Bundesweit,2023-W32,2337
345,2022/23,ARE,0-4,Bundesweit,2023-W33,9247
1218,2022/23,ARE,5-14,Bundesweit,2023-W33,5675
1141,2022/23,ARE,15-34,Bundesweit,2023-W33,5033
3784,2022/23,ARE,35-59,Bundesweit,2023-W33,3155
2285,2022/23,ARE,60+,Bundesweit,2023-W33,1649
2405,2022/23,ARE,00+,Sueden,2023-W33,3262
3116,2022/23,ARE,00+,Mitte (West),2023-W33,5237
1624,2022/23,ARE,00+,Norden (West),2023-W33,3008
1628,2022/23,ARE,00+,Osten,2023-W33,1891
7210,2022/23,ARE,15+,Bundesweit,2023-W33,3140
8773,2022/23,ARE,00+,Bundesweit,2023-W33,3662
1563,2022/23,ARE,0-14,Bundesweit,2023-W33,6842
345,2022/23,ILI,0-4,Bundesweit,2023-W33,2289
1218,2022/23,ILI,5-14,Bundesweit,2023-W33,1099
1141,2022/23,ILI,15-34,Bundesweit,2023-W33,1037
3784,2022/23,ILI,35-59,Bundesweit,2023-W33,871
2285,2022/23,ILI,60+,Bundesweit,2023-W33,400
2405,2022/23,ILI,00+,Sueden,2023-W33,734
3116,2022/23,ILI,00+,Mitte (West),2023-W33,1259
1624,2022/23,ILI,00+,Norden (West),2023-W33,663
1628,2022/23,ILI,00+,Osten,2023-W33,466
7210,2022/23,ILI,15+,Bundesweit,2023-W33,754
8773,2022/23,ILI,00+,Bundesweit,2023-W33,858
1563,2022/23,ILI,0-14,Bundesweit,2023-W33,1488
357,2022/23,ARE,0-4,Bundesweit,2023-W34,10962
1229,2022/23,ARE,5-14,Bundesweit,2023-W34,4976
1156,2022/23,ARE,15-34,Bundesweit,2023-W34,5406
3812,2022/23,ARE,35-59,Bundesweit,2023-W34,3875
2303,2022/23,ARE,60+,Bundesweit,2023-W34,2926
2450,2022/23,ARE,00+,Sueden,2023-W34,2869
3111,2022/23,ARE,00+,Mitte (West),2023-W34,5713
1640,2022/23,ARE,00+,Norden (West),2023-W34,3749
1656,2022/23,ARE,00+,Osten,2023-W34,4715
7271,2022/23,ARE,15+,Bundesweit,2023-W34,3957
8857,2022/23,ARE,00+,Bundesweit,2023-W34,4375
1586,2022/23,ARE,0-14,Bundesweit,2023-W34,6933
357,2022/23,ILI,0-4,Bundesweit,2023-W34,3152
1229,2022/23,ILI,5-14,Bundesweit,2023-W34,681
1156,2022/23,ILI,15-34,Bundesweit,2023-W34,898
3812,2022/23,ILI,35-59,Bundesweit,2023-W34,876
2303,2022/23,ILI,60+,Bundesweit,2023-W34,540
2450,2022/23,ILI,00+,Sueden,2023-W34,738
3111,2022/23,ILI,00+,Mitte (West),2023-W34,1232
1640,2022/23,ILI,00+,Norden (West),2023-W34,449
1656,2022/23,ILI,00+,Osten,2023-W34,794
7271,2022/23,ILI,15+,Bundesweit,2023-W34,767
8857,2022/23,ILI,00+,Bundesweit,2023-W34,868
1586,2022/23,ILI,0-14,Bundesweit,2023-W34,1489
346,2022/23,ARE,0-4,Bundesweit,2023-W35,15377
1251,2022/23,ARE,5-14,Bundesweit,2023-W35,8952
1168,2022/23,ARE,15-34,Bundesweit,2023-W35,6676
3835,2022/23,ARE,35-59,Bundesweit,2023-W35,4998
2285,2022/23,ARE,60+,Bundesweit,2023-W35,2434
2510,2022/23,ARE,00+,Sueden,2023-W35,3276
3108,2022/23,ARE,00+,Mitte (West),2023-W35,6277
1623,2022/23,ARE,00+,Norden (West),2023-W35,6988
1644,2022/23,ARE,00+,Osten,2023-W35,5774
7288,2022/23,ARE,15+,Bundesweit,2023-W35,4565
8885,2022/23,ARE,00+,Bundesweit,2023-W35,5465
1597,2022/23,ARE,0-14,Bundesweit,2023-W35,11003
346,2022/23,ILI,0-4,Bundesweit,2023-W35,4545
1251,2022/23,ILI,5-14,Bundesweit,2023-W35,1377
1168,2022/23,ILI,15-34,Bundesweit,2023-W35,1662
3835,2022/23,ILI,35-59,Bundesweit,2023-W35,912
2285,2022/23,ILI,60+,Bundesweit,2023-W35,428
2510,2022/23,ILI,00+,Sueden,2023-W35,760
3108,2022/23,ILI,00+,Mitte (West),2023-W35,1529
1623,2022/23,ILI,00+,Norden (West),2023-W35,807
1644,2022/23,ILI,00+,Osten,2023-W35,1353
7288,2022/23,ILI,15+,Bundesweit,2023-W35,945
8885,2022/23,ILI,00+,Bundesweit,2023-W35,1147
1597,2022/23,ILI,0-14,Bundesweit,2023-W35,2389
351,2022/23,ARE,0-4,Bundesweit,2023-W36,10424
1267,2022/23,ARE,5-14,Bundesweit,2023-W36,10656
1181,2022/23,ARE,15-34,Bundesweit,2023-W36,8072
3872,2022/23,ARE,35-59,Bundesweit,2023-W36,4756
2302,2022/23,ARE,60+,Bundesweit,2023-W36,3113
2538,2022/23,ARE,00+,Sueden,2023-W36,4197
3125,2022/23,ARE,00+,Mitte (West),2023-W36,5964
1646,2022/23,ARE,00+,Norden (West),2023-W36,7322
1664,2022/23,ARE,00+,Osten,2023-W36,6658
7355,2022/23,ARE,15+,Bundesweit,2023-W36,5073
8973,2022/23,ARE,00+,Bundesweit,2023-W36,5842
1618,2022/23,ARE,0-14,Bundesweit,2023-W36,10581
351,2022/23,ILI,0-4,Bundesweit,2023-W36,3236
1267,2022/23,ILI,5-14,Bundesweit,2023-W36,2402
1181,2022/23,ILI,15-34,Bundesweit,2023-W36,1280
3872,2022/23,ILI,35-59,Bundesweit,2023-W36,977
2302,2022/23,ILI,60+,Bundesweit,2023-W36,720
2538,2022/23,ILI,00+,Sueden,2023-W36,928
3125,2022/23,ILI,00+,Mitte (West),2023-W36,1097
1646,2022/23,ILI,00+,Norden (West),2023-W36,1638
1664,2022/23,ILI,00+,Osten,2023-W36,1411
7355,2022/23,ILI,15+,Bundesweit,2023-W36,969
8973,2022/23,ILI,00+,Bundesweit,2023-W36,1207
1618,2022/23,ILI,0-14,Bundesweit,2023-W36,2671
351,2022/23,ARE,0-4,Bundesweit,2023-W37,11616
1249,2022/23,ARE,5-14,Bundesweit,2023-W37,9385
1173,2022/23,ARE,15-34,Bundesweit,2023-W37,7351
3868,2022/23,ARE,35-59,Bundesweit,2023-W37,5160
2304,2022/23,ARE,60+,Bundesweit,2023-W37,2798
2516,2022/23,ARE,00+,Sueden,2023-W37,5023
3096,2022/23,ARE,00+,Mitte (West),2023-W37,5638
1670,2022/23,ARE,00+,Norden (West),2023-W37,6633
1663,2022/23,ARE,00+,Osten,2023-W37,5623
7345,2022/23,ARE,15+,Bundesweit,2023-W37,4929
8945,2022/23,ARE,00+,Bundesweit,2023-W37,5647
1600,2022/23,ARE,0-14,Bundesweit,2023-W37,10103
351,2022/23,ILI,0-4,Bundesweit,2023-W37,6009
1249,2022/23,ILI,5-14,Bundesweit,2023-W37,2423
1173,2022/23,ILI,15-34,Bundesweit,2023-W37,1574
3868,2022/23,ILI,35-59,Bundesweit,2023-W37,914
2304,2022/23,ILI,60+,Bundesweit,2023-W37,544
2516,2022/23,ILI,00+,Sueden,2023-W37,1286
3096,2022/23,ILI,00+,Mitte (West),2023-W37,1301
1670,2022/23,ILI,00+,Norden (West),2023-W37,1513
1663,2022/23,ILI,00+,Osten,2023-W37,1237
7345,2022/23,ILI,15+,Bundesweit,2023-W37,962
8945,2022/23,ILI,00+,Bundesweit,2023-W37,1325
1600,2022/23,ILI,0-14,Bundesweit,2023-W37,3578
347,2022/23,ARE,0-4,Bundesweit,2023-W38,21420
1238,2022/23,ARE,5-14,Bundesweit,2023-W38,10765
1159,2022/23,ARE,15-34,Bundesweit,2023-W38,9800
3869,2022/23,ARE,35-59,Bundesweit,2023-W38,6052
2330,2022/23,ARE,60+,Bundesweit,2023-W38,3922
2529,2022/23,ARE,00+,Sueden,2023-W38,8512
3095,2022/23,ARE,00+,Mitte (West),2023-W38,6654
1662,2022/23,ARE,00+,Norden (West),2023-W38,7173
1657,2022/23,ARE,00+,Osten,2023-W38,7434
7358,2022/23,ARE,15+,Bundesweit,2023-W38,6317
8943,2022/23,ARE,00+,Bundesweit,2023-W38,7420
1585,2022/23,ARE,0-14,Bundesweit,2023-W38,14230
347,2022/23,ILI,0-4,Bundesweit,2023-W38,7195
1238,2022/23,ILI,5-14,Bundesweit,2023-W38,3973
1159,2022/23,ILI,15-34,Bundesweit,2023-W38,1452
3869,2022/23,ILI,35-59,Bundesweit,2023-W38,1270
2330,2022/23,ILI,60+,Bundesweit,2023-W38,709
2529,2022/23,ILI,00+,Sueden,2023-W38,2492
3095,2022/23,ILI,00+,Mitte (West),2023-W38,1335
1662,2022/23,ILI,00+,Norden (West),2023-W38,1386
1657,2022/23,ILI,00+,Osten,2023-W38,1320
